str_no_string|NO STRING!
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9}가 당신이 도망치는 농도 세 무리를 잡고, 그들을 살아서 있는채 {s4}으로 돌아가게 해주길 요청했습니다. 그는 세 무리 모두가 {s3}로 향하고 있다고 말했습니다..
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|당신은 연회를 위해 준비된 상품들을 상황이 허락되는 대로 곧 {s9}로 가져가 예정입니다.
str_hello_playername|안녕하시오, {playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again| 당신을 다시 보게 되어 얼마나 좋은지 모르겠어요! 때때로, 저는 우리 사이의 거리를 초월해 신비한 유대감을 느껴요.
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world| 나는 당신이 자유롭게 다니며, 세상을 경험할수 있는 것이 부럽다고 말할수 있어요.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met| 나는 우리가 마지막 만났을때 부터 당신의 명예스러운 행동을 신뢰하고 있어요.
str_playername__i_am_so_glad_that_you_were_able_to_come| 전 당신이 와주셔서 정말 기뻐요.
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_|저는 당신과 이야기하는게 즐거워요. 그러나 저는 사람들이 가족외의 남자와 너무 오랫동안 이야기 하는 여자에 대해서 사람들이 수근수근 거린다는 것을 당신이 이해할거라 믿어요 -- 비록 하늘은 이것이 절대 남자의 책임이 아니라고 알고 있지만.
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|저는 당신과 이야기 하는게 얼마나 즐거운지 몰라요. 저는 저의 우아함과 아름다움이 부족하다고 수다 떨 사람들을 걱정하지 않아요. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|저는 당신과 말하는게 매우 즐거워요. 그러나 이 땅에 있는 명문가 딸의 한명으로서, 저는 예절의 모범을 보여야 되요. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|저는 당신과 말하는게 매우 즐거워요. 그러나 명문가의 딸로서, 저는 명성을 지켜야되요. 
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection|비록 나를 향한 관심이 당신의 친절일지라도, 저는 당신의 호의에 더 좋아할 다른 숙녀를 당신이 찾기를 거라 생각되는 군요.
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|당신의 관심으로 저는 기쁘지만, 아마도 머지 않아 다른 숙녀를 찾으시겠죠...  우리는 말하겠죠... 서로다른 성향에 대해서.
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|당신의 관심으로 저는 기쁘지만, 저는 훌륭한 집안의 딸로서 저의 평판에 주의해야만 해요. 한 번에 한 남자와 너무 오래 이야기 하는 것은 맞지 옳지 않아요. 저는 당신이 이해하리라 믿어요. 지금은 실례하겠어요...
str_very_well__i_will_let_you_choose_the_time|알았소 -- 당신이 적당한 때를 선택하시오.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|아았어요! 저는 제가 준비도 되기 전에 저를 결혼으로 밀어 부치겠다는 당신의 생각을 버려 줘서 기쁘군요.
str_i_am|나는
str_s12_s11_to_s14|{s12} {s14}의 {s11}
str_s12_i_am_here_for_the_feast|{s12}. 전 연회에 참석하고 있어요.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|또 다른 토너먼트를 헌정한다구요? 오, 언제나 기쁘게 해주는 군요...
str_do_you_why_what_a_most_gallant_thing_to_say|당신이요? 얼마나 친절하게 말하시는지 모르겠어요.
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered|흠.. 저는 이런 경박함을 전적으로 동의한다고 말하지 못하겠어요. 하지만 조금은 기쁘다는걸 인정할께요.
str_why_thank_you_you_are_most_kind_to_do_so|오, 감사합니다. 당신은 가장 친절하군요.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|당신은 가장 정중하시군요, 그리고 정중함은 좋은 덕목이에요. 
str_hmm_youre_a_bold_one_but_i_like_that_|흠. 당신은 뻔뻔스런 사람이군요, 그러나 전 그런게 좋아요. 
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|아, 흠, 그들 모두가 그렇게 말하죠. 그러나 문제 없어요. 칭찬은 적어도 좋은 시작을 위해서 좋은 방법이죠. 
str_oh_do_you_mean_that_such_a_kind_thing_to_say|오! 그런 의미 인가요? 이런 친절한 말하다니!
str_you_are_a_most_gallant_young_man_|당신은 가장 용감한 남자에요. 
str__do_come_and_see_me_again_soon| 곧 나를 보러 다시줘요.
str_you_intend_to_ask_s12_for_permission_to_marry_s15|당신은 {s15}와의 결혼을 {s12}에게 허락 받을 작정이다.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|당신은 {s12}에게 {s10}이(가) 당신과 결혼하도록 압력을 행사해주길 요청할 작정이다.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|부디 조심하세요! 저는 당신을 많이 걱정하고...
str_go_then__we_shall_see_which_of_you_triumphs|가세요, 머지않아 -- 우리는 당신이 승리한 모습을 볼수 있겠죠....
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|에효... 저는 절대 남자들을 진실로 이해하지 못하겠어요. 그리고 그들의 성급한 행동들도...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|당신은 {s13}에게 도전해 {s11}에게 대한 그의 구혼을 포기하도록 강제할 예정입니다.
str_farewell|안녕히 가시오.
str_farewell_playername|잘 가시오, {playername}.
str___we_believe_that_there_is_money_to_be_made_selling_| 우리는 아래 물품들을 그곳에서 팔아 돈을 벌수 있다고 믿고 있습니다 
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole| 우리는 선택한 물품들을 옮깁니다. 비록 각 물품들의 시세 차이가 그렇게 많지 않더라도, 전체적으로 이익이 나길 바랍니다.
str_s14and_other_goods|{s14}그리고 다른 물품들도요.
str__have_you_not_signed_a_truce_with_our_lord| 당신은 우리의 주군과 평화협정을 체결하지 않았오?
str_parole|가석방
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters| 그러는 사이에, {s51} {reg2?는:는} 성에 붙잡혀 있었지만, 도망치지 않는 다는 맹세를 했고, 좀더 쾌적한 처소에서 머물렀습니다.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|당신은 아마도 왕국의 결속에 손상을 주며, 당신의 권위를 무너뜨리는 {s4}와 {s5}의 논쟁을 알고 있을 겁니다, {경/레이디}. 만약 당신이 영주들을 화해하도록 설득한다면, 그것은 당신의 입지를 신장시킬 것입니다. 그러나, 당신이 한 영주을 선택을 한다면 라이벌의 편을 들었다는 위험에 직면하는 결과를 가질 겁니다.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|당신은 아마도 왕국의 결속에 손상을 주는 {s4}와 {s5}의 논쟁을 알고 있을 겁니다, {나의 주군/나의 레이디}. 만약 당신이 영주들을 화해하도록 설득한다면, 나는 {s7}이(가) 가장 기뻐 할꺼라고 생각됩니다. 그러나, 당신이 한 영주을 선택을 한다면 라이벌의 편을 들었다는 위험에 직면하는 결과를 가질 겁니다.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms| 물론, 최근 이땅은 평화 롭죠, 그래서 아마 당신은 다른 왕국에서 더 좋은 행운을 가질수 있을 겁니다.
str_here|여기
str_over|멀리
str_s8_in_s12|{s8} {s12}의
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area| 근처 여행자를 공격하는 도둑들에게 현상금을 걸었다
str__is_looking_for_a_way_to_avoid_an_impending_war| 임박한 전쟁을 막을 방법을 찾고 있다
str__may_need_help_rescuing_an_imprisoned_family_member| 포로로 잡힌 가족을 구하는데 도움을 필요로 한다
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though| 일거리를 원하는 사람을 수소문 하고 있다고 합니다.
str_town|마을.
str_castle|성.
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13| 그러나 {reg4?그녀:그}는 {s13}의 지하감옥에 포로로 잡혀있습니다.
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|그들이 말하길 {s9} 그녀는 가족에게 친절하고 부드러우며 헌신적인, 가장 전통적인 처녀라고 합니다.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|그들의 말하길 {s9} 그녀는 온화한 성격을 가진 누군가와의 로맨스를 꿈꾼다고 합니다. 그녀는 열정에 이끌린 나머지, 그녀의 가족과 마찰을 빚을 가능성이 있어요, 내기를 걸어도 좋습니다.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|그들이 말하길 {s9} 그녀는 결혼을 잘해서 세상에 자신의 이름을 남기기로 마음먹었다고 합니다. 아마도 그녀의 야망을 충족 시켜줄 수 있는 남편이 있다면, 그에겐 엄청난 자산이 될 여자에요!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|그들이 말하길 {s9} 그녀는 승마와 사냥을 좋아한다고 합니다. 아마 그녀는 남자였으면.. 하고 바랬을 겁니다! 누가 그녀와 결혼하더라도 꽉 잡혀 살게 될거라 말하고 싶군요.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|그들이 말하길 {s9} 그녀는 매우 높은 도덕 관념을 가진 숙녀라고 말합니다. 매우 훌륭한 처녀에요. 훌륭하고 말고요. 제가 보증합니다. 하지만 그녀의 마음에 드는 것이 쉽지는 않을거에요.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}는 지금 {s11}와 약혼하였습니. 우리는 곧, 그들이 결혼할것이라 믿습니다!
str_i_have_not_heard_any_news_about_her|저는 그녀에 대한 어떠한 새로운 소식도 못 들었습니다.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|사람들이 {s9}께서는 {s11}에게 호의적으로 보인다고 말하더군요. 아마도 그녀 가족이 허락만 한다면 그들은 오래 가지 않아 약혼 할 것입니다.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|그들이 말하길 {s9}님은 그녀의 가족들로부터 {s11}님과 약혼하도록 가 받고 있다고 합니다.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|그들이 말하길 {s9}께서 {s11}님의 구애를 받아들이셨답니다. 그리고 둘은 현재 약혼한 상태입니다.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|그들이 말하길 {s9}께서는, 그녀의 가족들의 압박 아래서, {s11}님과의 약혼에 동의했다고 합니다.
str_they_say_that_s9_has_refused_s11s_suit|그들이 말하길 {s9}께서는 {s11}의 구애를 거절했다고 합니다
str_they_say_that_s11_has_tired_of_pursuing_s9|그들이 말하길 {s11}께서는 {s9}의 사랑을 얻으려 하고 있다는군요.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|그들이 말하길 {s9}의 가족이 그녀에게 그녀가 몹시 사랑하는 남자인 {s11}에 대한 마음을 단념하도록 강요받고 있다고 합니다.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|그들이 말하길 그녀의 가족에 대한 반대가 심한 나머지 {s9}께선 {s11}님과 사랑의 도피를 했다는군요.
str_they_say_that_s9_and_s11_have_wed|그들이 말하길 {s9}와 {s11}가 결혼을 했다더군요.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|그들이 말하길 {s9}께서 최근 {s11}의 방문을 받았다고 하더군요. 어디서 만났는지 누가 알겠습니까!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|말씀 드릴만한게 없군요, 그러나 이건 아직 너무 이른 시기라 그렇습니다.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12} {s3}의 {s4}에서 연회가 진행되고 있습니다, 그러나 연회는 몇일 동안이나 진행되었고 곧 끝날 것입니다.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12} {s3}의 {s4}에서 연회가 진행중 입니다,  연회는 최소한 몇일 후에나 끝이 날것입니다. 
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_has_only_just_begun_|{s12} {s3}의 {s4}에서 연회가 진행중이며, 연회는 이제 막 시작 했습니다. 
str_not_at_this_time_no|지금은 없군요.
str_s12the_great_lords_bring_their_daughters_and_sisters_to_these_occasions_to_see_and_be_seen_so_they_represent_an_excellent_opportunity_to_make_a_ladys_acquaintance|{s12} 위대한 영주들은 그들의 딸과 자매을 이런 기회에 데려와 보기도 보여주기도 하는데, 이는 그들에게 귀부인의 지인을 만드는 훌륭한 기회라는데 의미가 있습니다.
str_you_will_not_be_disappointed_sirmadam_you_will_not_find_better_warriors_in_all_calradia|당신은 실망하실 필요없습니다, {나으리/마님}. 당신은 모든 유럽 대륙에서 더 훌륭한 전사를 찾지 못하실 겁니다.
str_your_excellency|전하
str_s10_and_s11|{s10} 그리고 {s11}
str_your_loyal_subjects|당신의 충성스러운 백성
str_loyal_subjects_of_s10|{s10}의 충성스러운 백성
str_the|그
str_we|우리
str_track_down_s7_and_defeat_him_defusing_calls_for_war_within_the_s11|{s11}이내에 {s7}을 탐지하고 그를 패배시켜, 전쟁의 도화선을 제거한다.
str_track_down_the_s9_who_attacked_travellers_near_s8_then_report_back_to_the_town|{s8}의 근처에서 여행자들을 공격한 {s9}을 추적한 후에, 도시로 돌아가서 보고한다.
str_do_you_wish_to_award_it_to_one_of_your_vassals|당신은 당신의 가신 중 한 명에게 이것을 주기 원하십니까?
str_who_do_you_wish_to_give_it_to|누구에게 이것을 줄건가요?
str_sire_my_lady_we_have_taken_s1_s2|{주군/부인},우리가 {s1}을 점령했습니다. {s2}
str_s12i_want_to_have_s1_for_myself|{s12}나는 {s1}을 내가 가질것이네. {s2}
str_fiefs_s0|(영지: {s0})
str_production_setting_buy_from_market|우리는 가공되지 않은 재료를 시장에서 구매하고 있습니다.
str_production_setting_buy_from_inventory|우리는 재고에 있는 원자재만 사용하고 있습니다.
str_production_setting_produce_to_inventory|우리는 우리의 생산품을 재고품목에 놓고 있습니다.
str_production_setting_produce_to_market|우리는 생산품을 재고에서 바로 판매하고 있습니다.
str_feast_quest_expired|당신은 연회를 계획대로 열지 못했습니다. 아마도, 중요한 왕국의 군사작전이 다른 행사를 방해한것 같습니다. 만약 당신이 원하신다면 다시 연회를 개최하실 수 있습니다.
str_whereabouts_unknown|어디있는지 모름
str_mulberry_groves|뽕나무 숲
str_olive_groves|올리브 과수원
str_acres_flax|아마밭
str_enterprise_enemy_realm|{경/부인}, 당신은 이 왕국의 적입니다. 우리는 당신이 이곳에 땅을 사는 것을 허락할 수 없습니다.
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|당신은 {s12}의 이익을 위해 {s13}에게 {s14}를 몰래 비난할 계획입니다.
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|당신은 {s12}의 이익을 위해 {s14}의 면전에서 공개적으로 비난할 계획입니다.
str_you_intend_to_bring_gift_for_s14|당신은 벨벳과 모피를 {s12}에게 가져갈 계획입니다. 그후에, 만약 {s12}이 화해할 것 같아 보인다면 {s14}에게 말을 합니다.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|우리는 군사를 모을것이오, 허나 목표가 생기기 전까진 출병하지 않을것이오.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|우리는 그들의 가장 취약한 요새에 병력을 집중하고있소.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|우리는 적에게 가장 큰 피해를 줄 수 있는 공격을 할것이오.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|우리는 방어에 용이한 성채들 부터 점령 할것이오.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|우리는 적이 전장으로 나올 떄까지 주변의 비옥한 토지를 약탈할 것이오.
str_strategy_criticism_rash|내 생각에 그 작전은 약간 무모한것 같소. 또한 우리 군은 불필요한 위험에 노출될 것이오.
str_strategy_criticism_cautious|내 생각에 그 작전은 지나치게 신중해서, 아군은 그 어떤 성취도 없이 지루함에 녹아버릴 것이오.
str_tavernkeeper_invalid_quest| 이(가) 어떤 일을 가지고 있지만, 그 세부적인 내용까지 기억하지는 못합니다.
str_faction_title_male_player|영주 {s0}
str_faction_title_male_1|영주 {s0}
str_faction_title_male_2|영주 {s0}
str_faction_title_male_3|성주 {s0}
str_faction_title_male_4|영주 {s0}
str_faction_title_male_5|영주 {s0}
str_faction_title_male_6|영주 {s0}
str_faction_title_female_player|부인 {s0}
str_faction_title_female_1|귀부인 {s0}
str_faction_title_female_2|귀부인 {s0}
str_faction_title_female_3|귀부인 {s0}
str_faction_title_female_4|귀부인 {s0}
str_faction_title_female_5|귀부인 {s0}
str_faction_title_female_6|귀부인 {s0}
str_name_kingdom_text|당신의 왕국의 이름을 정해주세요.
str_default_kingdom_name|{s0}의 왕국
str_lord_defects_ordinary|영주 망명^^{s1}는 {reg4?그녀의:그의} {s3}에 대한 충성을 포기하고, {s2}에 합류했습니다.
str_lord_defects_player|영주 망명^^{s1}는 {reg4?그녀의:그의} {s3}에 대한 충성을 포기했습니다. 그는 잠정적으로 당신의 왕국에 합류했습니다. 당신이 원한다면 충성의 맹세를 받을수 있습니다.
str_lord_defects_player_faction|영주 망명^^{s1}는 {reg4?그녀의:그의} {s3}에 대한 충성을 포기했습니다. 그는 잠정적으로 당신의 왕국에 합류했습니다. 당신이 원한다면 충성의 맹세를 받을수 있습니다.
str_lord_indicted_player_faction|{s6}의 명령으로, {s5}의 {s4}이(가) 반역죄로 기소 당했씁니다. 주군은  has been indicted for treason. The lord has been stripped of all {reg4?그녀의:그의} 전재산을 몰수 당했고, {reg4?그녀의:그의} 목숨을 위해 도망 쳤습니다. 그는 당신의 왕궁에 합류하길 원합니다. 만약 당신이 원하신다면 당신의 궁전에서 그를 만나 {reg?그녀의:그의} 충성을 맹세 받으실 수 있습니다.
str_lord_indicted_dialog_approach|안녕하십니까, {경/부인}. 내가 {s10}에게서 푸대접을 받았다는 것을 들으셨는지 모르겠오. 당신는 당신의 가신을 후하게 다룬다는 평판을 가지고 있오. 만약 당신이 나를 받아 드린다면, 나는 나 스스로 당신의 가신으로 맹세하는 것을 영광으로 생각할 것이오.
str_lord_indicted_dialog_approach_yes|그렇다면 당신의 서약을 허락할 수 있어 영광이오.
str_lord_indicted_dialog_approach_no|미안하네. 그대의 서약은 필요없네.
str_lord_indicted_dialog_rejected|정말이시오? 좋소, 아무래도 당신의 평판은 잘못된것 같소, {경/부인} -- 나는 제 진가를 알아보는 다른 왕국의 통치자를 찾아 봐야겠소.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home|도적들이 그의 영지 근처에 은거지를 세우고 있어 걱정하고 있다
str_bandit_lair_quest_description|{s9}을 찾아 파괴한후, {s11}에게 돌아가 보고합니다.
str_bandit_hideout_preattack|당신은 은거지에 다가갔다. {s4}들은 아직 당신을 발견하지 못한 것 같았고, 당신은 계속 들키지 않고 숨어들어갈 수 있었다. 접근하기 어려운 장소-- {s5} --는 당신의 부대에서 소수의 병사들만이 공격에 가담할 수 있음과, 그들의 말을 데려갈 수 없음을 의미했다. 만약 당신의 첫 공격이 실패하면, {s4}들은 쉽게 도망치고 흩어질 수 있을 것이다. 당신은 은거지를 공격할 것인가, 아니면 다른 기회를 기다릴 것인가?
str_bandit_hideout_failure|{s4}들은 당신의 공격을 격퇴했다. 그들이 주변의 시골로 흩어져서 사라져버렸기 때문에 당신은 병력을 재편성하고 다시 진군하여 그들을 찾으려 했지만 의심할 필요도 없이 그들은 계속 여행자들을 위협할 것이다
str_bandit_hideout_success|그들의 퇴각은 차단되었고, 당신의 굳건한 공격 앞에 하나씩 쓰러져 나갔다. 그들의 은거지와, 그들의 부정하게 얻은 소득물들은 지금 당신의 것이다.
str_bandit_approach_defile|좁은 골짜기 길을 내려가야 하는
str_bandit_approach_swamp|소나무 습지을 지나야 하는
str_bandit_approach_thickets|빽빽한 덮불이 연속된 곳을 지나야 하는
str_bandit_approach_cliffs|절벽의 측면을 지나 올라야 하는
str_bandit_approach_cove|바다 절벽을 관통하여 짤린 개울 바닥을 내려가야 하는
str_political_explanation_lord_lacks_center|이번 경우는, 아무런 땅도 수입도 없는 영주에게 영지를 주어야 하오...
str_political_explanation_lord_took_center|이번 경우는, 요새를 점령한 사람에게 주어야 하오.
str_political_explanation_most_deserving_friend|이번 경우는 내 근처의 친구와 동료중 영지를 가장 받을 만한 사람으로 결정했네.
str_political_explanation_most_deserving_in_faction|이번 경우는 왕국내 영주중 영지를 가장 받을 만한 사람으로 결정했네.
str_political_explanation_self|I다른 깨끗한 후보가 없기에, 나는 나 자신을 지명하오.
str_political_explanation_marshal|귀족들중 가장 용감하고, 내가 신뢰할수 있며, 그의 이름은 논쟁으로 더럽혀 지지 않았기에 선택 했오.
str_prisoner_at_large|large, 그 후 잡고있던 이가 전투에서 패했습니다. 내 예상에 당신의 친구도 곧 다시 나타날 것입니다.
str_quick_battle_scene_1|농가
str_quick_battle_scene_2|오아시스
str_quick_battle_scene_3|툴북의 고개
str_quick_battle_scene_4|하이마 성
str_quick_battle_scene_5|울바스 성
str_quick_battle_troop_1|이른저녁에라도 무장한 호위병없이 이 도시를 가면 안되는 이유는, 로드리고 드 브라간카 때문이다. 한때, 티흐르에서 소박한 루비, 벨벳상인이 되고 싶어하던 희망에 부풀었던 상인이였지만, 로독상인연합과의 치열한 경쟁에서 모든 것을 잃은 그는 얼마안가서 빈털털이 신세가 되었다. 그러나 그는 모든 주요도시에 있는 은신처와 연구들을 이용하는 동시에, 그의 명석한 재능을 적용, 크기를 계량한 칼을 만들어 벨루카에서 가장 끔찍한 범행을 기획, 실행했다. 그는 그가 원했던 부 보다 더 큰 현상금이 그의 머리에 걸렸다. 지금 그는 그의 재산을 갖고있던 이전 경쟁자들을 좌지우지 하는것에 대하여 행복을 느끼고있다.
str_quick_battle_troop_2|시리가 이끌었던 산적무리의 지휘권을 웨스테로스와 에소스 남쪽 영토 바깥에 버려진 한 시골 마을에서 무뚝뚝하고 완고한 말투로 빼았았다. 그녀의 감독 아래, 이 흉포한 무리는 남쪽 땅을 가로질러 빠르게 그들의 영역을 확장시켰다. 그녀는 비인륜적이고 잔인함을 갖추고 무자비하게 행동하려는 야망과 결합된 빈틈없고 확고한 태도로 그녀를 따르는 광신자들의 지지를 얻었다. 이를테면 자기자신이 퇴폐적이고 망가진 인생을 사는것 처럼 여행중에 가차없이 약탈과 폭력을 일삼았다. 그녀의 마을에선, 군사적힘과 선천적 전략능력을 갖고있는 그녀의 부대를 불멸의 부대로 인정했다. 그리고 그녀는 지금 군대를 유지하기 위해 웨스테로스와 에소스 대륙의 풍부한 영토들을 유심히 지켜보고있다.
str_quick_battle_troop_3|울칸의 휘하 준작의 차남인, 헤겐은 전쟁의 기술과 무술을 교육받았다. 기사가 되기로 한 후에 그는 울칸영주의 휘하 군대의 고용된 기사로 복무했으며, 아메르 지방의 케르지트 군대를 박살낸 호위부대를 이끌던 베글스의 군대와 대항하여 싸웠다. 2차례의 크나 큰 공방전은 그에게 전사로서의 명예와 부를 가져다 주었다. 불행히도, 평화협정이 이루어졌고 그의 의무를 다했을 땐, 그에겐 더 이상 할 수 있는게 아무것도 없었다. 상속에 대한 희망도 없었으며, 평화속에서 그의 전쟁 기술은 녹쓸고 있었다. 그는 젊은 전사들을 모집했고 동시에 용병대장이 되었다. 지금 그는 웨스테로스와 에소스 대륙에 전쟁불감증으로 용병들이 필요할꺼라는 사실에 기쁨을 감추지 못하고 있다.
str_quick_battle_troop_4|광활한 서쪽 대양 저편에 위치한 베일론 대륙에서 콘라드는 직업 용병이였다. 그의 대부분의 시간을 전쟁과 셀 수 없는 전투들로 보낸 콘라드는 끊임없이 단련하는 앞날이 유망한 군인으로써 자라왔다. 그는 철퇴로 생긴 심한 부상으로 그의 코부분이 없어졌지만, 그는 그의 악력과 타고난 잔꾀 그리고 강운으로 이 끔찍한 세상에서 살아남았다. 웨스테로스와 에소스 대륙에서 그의 재능을 높이사고 싶어하는 사람이 기다린다는 소식을 접한 콘라드는 배를 빌려 심복들과 함께 바다를 건너와 새로운 전쟁을 탐색했다. 현재, 어떠한 정의도 없는 웨스테로스 다섯 왕의 전쟁에서, 그는 그에게 더욱 두둑한 금화 보따리를 주는 왕에게 거침없이 충성을 다하는데 행복을 느끼고있다.
str_quick_battle_troop_5|북쪽 바다 건너 줌니의 아이시 영토의 해적과 무법자에게 조차 소위 침임자라고 불리며 자기 자신은 노르만족의 후손임을 자청했던 스베레는 이미 어린시절부터 웰치그 지방과 베글스들 같은 먼 사촌들 까지도 모두 수 차례 급습을 시도했다. 그러나, 스베레는 항상 세상 정세에 밝은 젊은이였으며, 그에게 유럽 대륙이 지금 자신의 영토보다 번영된 곳 이라는 것을 알아채는 것은 그리 얼마 걸리지 않았고 지금 이곳에 있는 어느 누구보다 좋은 인생을 가질 수 있었다. 자이야크를 습격중엔, 스베레는 그의 전우들과 그 지역 마을의 전리품과 포로를 얻는데 전념했다. 차르베크 산맥으로 부터 요켈을 지나온 스베레는 빠르게 사나운 전사로의 입지를 굳혔으며, 그리고 그는 지금 용병단 두목으로서의 운명에 모든 것을 걸었다.
