
str_no_string|NO STRING!
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|대소신료들을 위한 말이군. 사실 왕은 그들의 칼로 그들 스스로를 증명하지.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|만약 내가 당신이라면, 나의 요구를 밀어 붙이기 전에 내 스스로를 좀 더 증명해 보이겠소.
str_indeed_please_continue|좋아, 계속 말해보시오.
str_me|나를
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|나는 당신 주위에 선택된 그들과 같이 하는 것이 걱정이오.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|나와 당신의 가신들 사이에 현저한 문제가 몇몇 있소. 
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|내 주군이 결점은 있지만, 나는 당신의 아첨에 신경쓰지 않을 것이오.
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|나는 당신이 좋은 사람이라 생각하오. 그러나 나는 당신 주위의 누군가에 의해 당신이 잘못된 방향으로 밀어붙이고 있다고 걱정되오.
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|나는 오랬동안 당신의 날개아래서 부하로 당신과 나란히 싸우는 것이 몹시 싫소.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|솔직해 지겠소. 당신을 따르는 그들과 함께하며, 또 당신과 함께 하는 것 보다 당신에 대항해서 싸우는것이 더 편하다고 나는 생각되오.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|나는 친구를 보면 그 사람을 알 수 있다고 말하고 싶군. 당신은 독사같고, 욕심많은 놈들로 둘러 쌓여 있오.
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|당신은 내가 항상 우리의 동료들 중 몇몇과 문제를 가지고 있다는 것을 알고 있군.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|정치적으로, 나는 지금 군주의 궁정에서의 위치가 당신의 궁정에서의 위치보다 더 좋소.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|경과 경의 동료들과 함께 하는 것이 현재 저의 주군과 함께하는 것 보다 더 편안할 것 같기도 하오.
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|군사적으로 말하면, 내가 공격당할 때 당신은 나를 보호할 수 없소. 나는 당신이 나를 보호 할수 있을때 까지 당신에게 가세하는 것이 주저되오.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|군사적으로 말하면, 형세를 고려해 볼때 지금 당신에게 충성을 맹세하는것 나의 충성스러운 부하들과 가족들을 위험하게 한다는걸 깨달았오.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|군사적으로 말하면, 당신은 만약 나를 누군가 공격하는 경우, 나를 도울수 없소. 나는 잘 싸우지는 못하지만, 승리의 기회를 가지고 싶소.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|군사적으로 말하면, 당신이 나를 영입하려는 것은, 오직 해적들 사이에 혼자 고립 되었음을 알때 뿐이오.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|군사적으로 말하면, 당신은 만약 나를 누군가 공격하는 경우, 나를 도울수 없소. 당신은 나를 개처럼 내팽개칠것을 나는 확신하오.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|군사적으로 말하면, 내가 당신에게 가세하면 어떠한 안전도 없을 것이오.
str_militarily_i_might_be_safer_if_i_joined_you|군사적으로, 제가 당신에게 가세한다면 더 안전해 질겁니다.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|마지막으로 말하자면, 이미 한번 했던 충성에 대한 철회는 쉬운 일이 아닌 걸 알아줬으면 좋겠소. 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람은 좋은 이름으로 기억될 수 없겠지. 이번 경우는, 내 명성에 대해 치뤄야할 비용이 매우 높을 것이오.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번 경우는, 내 명성에 대해 치뤄야할 비용이 만만치 않소.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번경우는, 그러나, 많은 사람들이 이해할것이오.
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|나는 내가 배신자라고 나에 대해 말해지는 것은 하지 않을 것이오. 그것이 나의 마지막 결정이오. 이 문제에 대해 나는 더 이상 할 말이 없소.
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|나는 {s14}을 지키기로 맹세 했오. 미안하오. 우리가 비록 전장에서 만날지 모르지만, 나는 아직 우리들이 친구라고 믿소.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|나는 현실적으로 내 스스로 {s14}을 버릴수 없소. 미안하오. 제발 더 이상 이것에 대해서는 이야기 하지 맙시다.
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry|하지만, 나는 아마도 {s14}에 대한 충성이 남아 있다고 결정했오. 미안하오.
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|하지만, 당신이 나를 반역죄로 이끌게 두지는 않을 것오. 이건 다시 나에게 말하지 마시오.
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|그의 주군을 버린 사람이라는 평판은 얻는것은 좋지 않은 일이오. 그것이 나의 결정이오. 우리 이 문제에 대해서는 더 이상 말하지 맙시다.
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|나는 {s14}의 곁에 머물기로 결심했오. 나는 더 이상 이문제에 대해서 이야기 하기 싫소.
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|나에게 결투를 신청하는 것인가? 가소롭군!l! {playername}, 네놈의 머리를 부셔 버리는건 좋은 운동이 될건데, 그걸 바라나!
str_call_me_coward_very_well_you_leave_me_no_choice|나를 비겁하다고 부를껀가? 좋아, 당신이 나를 떠난다면 선택의 여지가 없지.
str_reg3_hours|{reg3} 시간.
str_hour|시간.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|그러나, 우리가 그 결정을 한후에 상황이 변했소, 그래서 나는 곧 재고 할 것이오. {s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|저는 당신의 {s11}, {s10}와(과) 결혼 하고 싶습니다. 당신이 축복해주길 바래요.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|저는 당신의 {s11}, {s10}와(과) 결혼 하고 싶습니다.. 당신의 도움이 필요합니다.
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|당신은 {s5}에서 {s4}의 주체로 열리는 연회에서 {s3}와(과) 결혼할 계획이다. 당신은 연회가 곧 열릴것이라는 통보를 받았다.
str_your_s11_|당신의 {s11}, 
str_i_ask_again_may|다시 물어보지만
str_may|아마
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|좋소. 우려되기는 하지만, 이로 인해 그녀가 좋아하는 사람을 만나 볼 수 있다고 생각되는군. 물론, 이유 불문하고 말이지.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|좋소. 당신과의 동맹은 귀중할 수도 있지. 가서 그녀와 이야기를 나눠보고, 그녀가 당신을 좋아하게 될 수 있는지 알아봐 주게. 그녀가 그러지 않는다면 어렵겠지만, 그후로도 우리가 이 사업을 마무리 짓고 싶어진다면, 그것이 가져올 이상을 내가 그녀에게 보여 줄 수 있겠지.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|당신은 내게 예복을 그녀에게 입힐 수 있는 행운을 가져다 주는군. 물론 당신의 의도가 존중된다면 말이지. 둘 사이에 어떤 일이 진행되느냐에 따라서, 우리는 나중에 의논하게 될 것이 더 많을 것이오.
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|전쟁은 이제 막 시작 되었소, 그래서 누가 이기고 누가 질지를 말하기에는 너무 이르오.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|우리는 그들을 쉬지 않고 공격했소, 그리고 그들에게 회복할 기회를 주고 있소.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|전투는 힘들었소, 그러나 우리는 명백하게 그들 보다 더 잘해가고 있소.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|그들은 맹렬히 우리를 공격했소, 덕분에 큰 고통을 받고 있소.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|전투은 힘들었소, 그리고 유감 스럽지만 우리는 전투에서 최악이었소.
str_both_sides_have_suffered_in_the_fighting|양측 다 싸움에서 고통을 받았소.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소, 그러나 내 생각에는 우리가 그들 보다 더 유리한것 같소.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소, 그러나 나는 유감스럽게도 그들이 우리보다 더 유리한것 같소.
str_no_clear_winner_has_yet_emerged_in_the_fighting|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소.
str_there_is_no_campaign_currently_in_progress|현재 진행중인 군사작전은 없소.
str_we_are_assembling_the_army|우리는 군대를 조직하고 있소.
str_we_aim_to_take_the_fortress_of_s8|우리는 {s8} 요새 점령을 목표로 하고 있소.
str_we_are_on_a_raid_and_are_now_targeting_s8|우리는 기습을 하고 있으며, 지금의 목표는 {s8}(이)오.
str_we_are_trying_to_seek_out_and_defeat_s8|We are trying to seek out and defeat {s8}.
str_we_are_riding_to_the_defense_of_s8|우리는 {s8}을(를) 방어하고 있소.
str_we_are_gathering_for_a_feast_at_s8|우리는 {s8}에서 연회를 개최할 것이오.
str__however_that_may_change_shortly_s14| 그러나, 그건 금방 변경 될수 있소. {s14}
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|결혼을 통해 동맹을 공고히 하는것은 우리들의 관습이지, 그리고 사실, 우리는 나의 {s11}, {s14}의 적당한 신랑감을 찾고 있소.
str_once_again_|한번 더
str_cheat__marriage_proposal|Cheat - marriage proposal
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|당신은 {s4}와(과) 결혼할 계획입니다. 당신은 펜도르에 가족이 없지만, 결혼식 연회를 준비해야 합니다.
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43} 그 결과는 당신도 알다시피, 나를 공격하게 되면, {s34}와(과) 서명한 휴전을 위반하는 것이다.
str_very_well__you_are_now_my_liege_as_well_as_my_husband|우리는 이것을 어느정도나마 유지할 수 있습니다. 당신은 지금 나의 군주이자, 나의 남편이기도 하죠. 때문에 그것을 수반하는 모든 상호 간의 의무를 다해야만 하겠죠.
str_i_thank_you_reg39my_ladylord|고맙습니다, {reg39?나의 부인:주군}.
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say|어떤 사람들은 여성들이 사업상의 운영할 자금을 가지고 있지 않다고 말할지도 모릅니다. 하지만 당신은 그 말이 틀렸다는 걸 증명할 거라고 생각합니다. 어떻게 생각하시나요?
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task|용병 대장으로서 {s9}에 충성을 바치는 것을 어떻게 생각하십니까? 전 당신이 그 일을 감당할 수 있으리라고 의심치 않습니다.
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|당신은 {s9}(으)로 부터 {s24}에 포로로 잡혀있는 {s13}을(를) 구출해 달라는 요청을 받았습니다.
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9}은(는) {s13}와(과)의 전쟁을 유발하기 위해 마을 주민들이나 상단들을 습격해 줄 것을 요청했습니다.
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9}은(는) 도망 친 노예들 세 집단을 붙잡아 {s4}(으)로 살아있는 상태로 다시 데려오라고 요청했습니다, 그는 세 그룹 모두 {s3}(으)로 나아가고 있다고 말했습니다.
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|당신은 상품들을 연회 준비를 하고 있는 {s9}(으)로 가져가야 합니다, 이는 조건이 갖춰지는 대로 곧 거행될 것입니다.
str_hello_playername|반가워요, {playername}
str_ah_my_gentle_playername_how_much_good_it_does_my_heart_to_see_you_again| 내 마음이 당신을 다시 보게되어 얼마나 기쁜지, 가끔은 우리 사이를 가깝게하는 신비한 끈이 있는 것처럼 느껴져요.
str_playername__i_am_so_glad_to_see_you_again_i_must_say_i_do_envy_your_freedom_to_ride_out_and_experience_the_world| 나는 당신이 자유롭게 다니며, 세상을 경험할수 있는 것이 부럽다고 말할수 있어요.
str_playername__i_am_so_glad_to_see_you_i_trust_that_you_have_been_behaving_honorably_since_last_we_met| 나는 우리가 마지막으로 만났을 때부터 당신의 명예스러운 행동을 신뢰하고 있어요.
str_playername__i_am_so_glad_that_you_were_able_to_come| 전 당신이 올 수 있어서 정말 기뻐요.
str_i_do_enjoy_speaking_to_you_but_i_am_sure_you_understand_that_our_people_cluck_their_tongues_at_a_woman_to_spend_too_long_conversing_with_a_man_outside_her_family__although_the_heavens_know_its_never_the_man_who_is_held_to_blame_| 전 당신과의 대화를 즐기고 있어요. 하지만 우리 가문은 여자가 밖에서 사내와 오래 대화하는 걸 좋게 보지 않아요. 정작 사내들은 그렇지 않겠지만 말이죠. 당신이 이해해 줬으면 해요. 
str_as_much_as_i_enjoy_speaking_to_you_i_do_not_care_to_be_gossiped_about_by_others_who_might_lack_my_grace_and_beauty_|제가 당신과의 대화를 즐기는 만큼, 저의 명예와 아름다움을 깎아내리는 다른이들의 소문을 저는 신경쓰지 않아요. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_one_of_the_great_families_of_this_land_i_must_set_an_example_of_propriety_|저는 당신과 말하는게 매우 즐거워요. 그러나 이 땅에 있는 명문가 딸의 한명으로서, 저는 예절의 모범을 보여야 되요. 
str_i_do_so_enjoy_speaking_to_you_but_as_a_daughter_of_good_family_i_must_protect_my_reputation_|저는 당신과 말하는게 매우 즐거워요. 그러나 명문가의 딸로서, 저는 명성을 지켜야되요. 
str_although_it_is_kind_of_you_to_pay_me_such_attentions_i_suspect_that_you_might_find_other_ladies_who_may_be_more_inclined_to_return_your_affection| 당신이 내게서 관심을 끌기 위한 수작 중 하나겠지만, 이러고도 당신의 기분을 돌려놓을 다른 여자를 찾고다닐까 의심되네요. 
str_as_flattered_as_i_am_by_your_attentions_perhaps_you_should_seek_out_another_lady_of_somewhat_shall_we_say_different_tastes|재잘거릴수록 당신에게 끌리기는 하지만, 그러고도 당신은 다른 여자를 찾아 헤멜 것 같군요... 우리가 말해왔던 것처럼... 다른 맛을 찾아서. 
str_as_flattered_as_i_am_by_your_attentions_i_am_a_daughter_of_good_family_and_must_be_aware_of_my_reputation_it_is_not_seemly_that_i_converse_too_much_at_one_time_with_one_man_i_am_sure_you_understand_now_if_you_will_excuse_me|말을 나눌수록 당신에게 끌리지만, 저는 훌륭한 가문의 딸이고 제 평판을 조심해야만 해요. 한 남자와 한번에 오래 대화하는 것은 좋아보이지 않아요. 당신이 이해해 줬으면 해요. 이제, 제게 물을 말이 있으시다면...
str_very_well__i_will_let_you_choose_the_time|좋아요. 당신의 말을 따를게요.
str_good_i_am_glad_that_you_have_abandoned_the_notion_of_pushing_me_into_marriage_before_i_was_ready|좋아요! 준비도 하기 전에 결혼을 위해 기꺼이 국가를 버린다는 것이 마음에 드네요. 
str_i_am|나는
str_s12_s11_to_s14|{s12} {s14}의 {s11}
str_s12_i_am_here_for_the_feast|{s12}. 전 연회를 위해 여기 있어요.
str_another_tournament_dedication_oh_i_suppose_it_is_always_flattering|또 다른 토너먼트를 헌정한다구요? 오, 언제나 기쁘게 해주는 것 같군요...
str_do_you_why_what_a_most_gallant_thing_to_say|당신 그랬나요? 음, 말하기에 너무나 용맹한 일이군요 .
str_hmm_i_cannot_say_that_i_altogether_approve_of_such_frivolity_but_i_must_confess_myself_a_bit_flattered|흠.. 이런 경솔한짓을 전적으로 괜찮게 생각한다고는 말할수는 없지만, 알랑거리는 말을 베어 문것은 아닌지 혼란스럽네요.
str_why_thank_you_you_are_most_kind_to_do_so|감사할게 뭐 있나요, 당신은 너무나 친절한 사람이에요.
str_you_are_most_courteous_and_courtesy_is_a_fine_virtue_|당신은 상당히 정중하시군요, 그리고 정중함은 좋은 덕목이에요. 
str_hmm_youre_a_bold_one_but_i_like_that_|흠, 당신은 지루한 사람이군요. 하지만 그 점이 난 좋아요. 
str_ah_well_they_all_say_that_but_no_matter_a_compliment_well_delivered_is_at_least_a_good_start_|아, 흠, 모두가 그렇게 말하죠. 그러나 문제 없어요. 칭찬은 적어도 좋은 시작을 위해서 좋은 방법이죠. 
str_oh_do_you_mean_that_such_a_kind_thing_to_say|오! 그런 뜻이었나요? 꺼내기에 좋은 일이군요! 
str_you_are_a_most_gallant_young_man_|당신은 가장 용감한 남자에요. 
str__do_come_and_see_me_again_soon| 조만간 또 놀러 오세요.
str_you_intend_to_ask_s12_for_permission_to_marry_s15|당신은 {s15}와(과)의 결혼을 {s12}에게 허락 받을 예정입니다.
str_you_intend_to_ask_s12_to_pressure_s10_to_marry_you|당신은 {s12}에게 압박을 주어 {s10}와(과) 결혼할 수 있도록 해야 합니다.
str_do_be_careful_i_am_so_much_endebted_to_you_for_this|조심하세요! 난 당신을 위해 이렇게 많은 것을 해 주었어요...
str_go_then__we_shall_see_which_of_you_triumphs|가세요, 그리고 당신이 이룬 승리들을 우린 지켜볼거예요...
str_sigh_i_will_never_truly_understand_men_and_their_rash_actions|휴... 전 절대로 남자들을 이해하지 못할 것이고, 그들의 경솔한 행동은...
str_you_intend_to_challenge_s13_to_force_him_to_relinquish_his_suit_of_s11|당신은 {s13}에게 {s11}에 대한 지위를 포기하도록 해야 합니다.
str_farewell|안녕히 가시오.
str_farewell_playername|잘 가시오, {playername}.
str___we_believe_that_there_is_money_to_be_made_selling_| 우리는 아래 물품들을 그곳에서 팔아 돈을 벌수 있다고 믿고 있습니다. 
str__we_carry_a_selection_of_goods_although_the_difference_in_prices_for_each_is_not_so_great_we_hope_to_make_a_profit_off_of_the_whole| 우리는 선발된 식품들을 운반하고 있습니다. 비록 각각의 가격의 차이는 그다지 크지 않지만, 우리는 많은 이익을 창출하기를 희망합니다.
str_s14and_other_goods|{s14} 그리고 다른 물품들도요.
str__have_you_not_signed_a_truce_with_our_lord|아직 우리 왕에게 충성맹세를 하지 않은 것이오?
str_parole|가석방
str_normal|법선
str__meanwhile_s51_reg2areis_being_held_in_the_castle_but_reg2havehas_made_pledges_not_to_escape_and_reg2areis_being_held_in_more_comfortable_quarters| 한편, {s51} {reg2?그들은:그는} 성에서 거행될 것입니다, 하지만 {reg2?그들이:그가} 도망 치지 않기로 맹세해야겠죠, 그리고 {reg2?그들은:그자는} 좀 더 편안한 곳에 수감되야 할 것입니다.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_it_would_boost_your_own_standing_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|당신은 아마도 왕국의 결속에 손상을 주며, 당신의 권위를 무너뜨리는 {s4}와(과) {s5}의 논쟁을 알고 있을 겁니다, {reg63?경:아가씨}. 만약 당신이 영주들을 화해하도록 설득한다면, 그것은 당신의 입지를 신장시킬 것입니다. 그러나, 당신이 한 영주을 선택을 한다면 라이벌의 편을 들었다는 위험에 직면하는 결과를 가질 겁니다.
str_you_may_be_aware_my_lord_of_the_quarrel_between_s4_and_s5_which_is_damaging_the_unity_of_this_realm_and_sapping_your_authority_if_you_could_persuade_the_lords_to_reconcile_i_imagine_that_s7_would_be_most_pleased_however_in_taking_this_on_you_run_the_risk_of_one_the_lords_deciding_that_you_have_taken_the_rivals_side|당신은 아마도 왕국의 결속에 손상을 주는 {s4}와(과) {s5}의 논쟁을 알고 있을 겁니다, {reg63?나리:아가씨}. 만약 당신이 영주들을 화해하도록 설득한다면, 나는 {s7}이(가) 가장 기뻐 할꺼라고 생각됩니다. 그러나, 당신이 한 영주을 선택을 한다면 라이벌의 편을 들었다는 위험에 직면하는 결과를 가질 겁니다.
str__of_course_the_land_is_currently_at_peace_so_you_may_have_better_luck_in_other_realms| 물론, 최근 이땅은 평화롭죠, 그래서 아마 당신은 다른 왕국에서 더 좋은 행운을 가질수 있을 겁니다.
str_here|이곳에 거주
str_over|타지에 거주
str_s8_in_s12|({s8}, {s12})
str__has_put_together_a_bounty_on_some_bandits_who_have_been_attacking_travellers_in_the_area|이(가) 근처 여행자를 공격하는 도둑들에게 현상금을 걸었다는 누군가
str__is_looking_for_a_way_to_avoid_an_impending_war|이(가) 임박한 전쟁을 피할 방법을 찾고 있다는 누군가
str__may_need_help_rescuing_an_imprisoned_family_member|이(가) 포로로 잡힌 가족을 구하는데 도움을 필요로 한다는 누군가
str__has_been_asking_around_for_someone_who_might_want_work_id_watch_yourself_with_him_though|이(가) 일거리를 원하는 사람을 수소문 하고 있다는 누군가
str_town|도시
str_castle|성.
str__but_he_is_holding_there_as_a_prisoner_at_dungeon_of_s13| But {reg4?she:he} is being held there as a prisoner in the dungeon of {s13}.
str_they_say_that_s9_is_a_most_conventional_maiden__devoted_to_her_family_of_a_kind_and_gentle_temperament_a_lady_in_all_her_way|그들이 말하길 {s9} 그녀는 가족에게 친절하고 부드러우며 헌신적인, 가장 전통적인 처녀라고 합니다.
str_they_say_that_s9_is_a_bit_of_a_romantic_a_dreamer__of_a_gentle_temperament_yet_unpredictable_she_is_likely_to_be_led_by_her_passions_and_will_be_trouble_for_her_family_ill_wager|그들의 말하길 {s9} 그녀는 온화한 성격을 가진 누군가와의 로맨스를 꿈꾼다고 합니다. 그녀는 열정에 이끌린 나머지, 그녀의 가족과 마찰을 빚을 가능성이 있어요, 내기를 걸어도 좋습니다.
str_they_say_that_s9_is_determined_to_marry_well_and_make_her_mark_in_the_world_she_may_be_a_tremendous_asset_for_her_husband__provided_he_can_satisfy_her_ambition|그들이 말하길 {s9} 그녀는 결혼을 잘해서 세상에 자신의 이름을 남기기로 마음먹었다고 합니다. 아마도 그녀의 야망을 충족 시켜줄 수 있는 남편이 있다면, 그에겐 엄청난 자산이 될 여자에요!
str_they_say_that_s9_loves_to_hunt_and_ride_maybe_she_wishes_she_were_a_man_whoever_she_marries_will_have_a_tough_job_keeping_the_upper_hand_i_would_say|그들이 말하길 {s9} 그녀는 승마와 사냥을 좋아한다고 합니다. 아마 그녀는 남자였으면.. 하고 바랬을 겁니다! 누가 그녀와 결혼하더라도 꽉 잡혀 살게 될거라 말하고 싶군요.
str_they_say_that_s9_is_a_lady_of_the_highest_moral_standards_very_admirable_very_admirable__and_very_hard_to_please_ill_warrant|그들이 말하길 {s9} 그녀는 매우 높은 도덕 관념을 가진 숙녀라고 말합니다. 매우 훌륭한 처녀에요. 훌륭하고 말고요. 제가 보증합니다. 하지만 그녀의 마음에 드는 것이 쉽지는 않을거에요.
str_s9_is_now_betrothed_to_s11_soon_we_believe_there_shall_be_a_wedding|{s9}은(는) {s11}와(과) 약혼하였습니다. 우리는 곧, 그들이 결혼할것이라 믿습니다!
str_i_have_not_heard_any_news_about_her|저는 그녀에 대한 어떠한 새로운 소식도 못 들었습니다.
str_they_say_that_s9_has_shown_favor_to_s11_perhaps_it_will_not_be_long_until_they_are_betrothed__if_her_family_permits|사람들이 {s9}께서는 {s11}에게 호의적으로 보인다고 말하더군요. 아마도 그녀 가족이 허락만 한다면 그들은 오래 가지 않아 약혼 할 것입니다.
str_they_say_that_s9_has_been_forced_by_her_family_into_betrothal_with_s11|그들이 말하길 {s9}님은 그녀의 가족들로부터 {s11}님과 약혼하도록 강압 받고 있다고 합니다.
str_they_say_that_s9_has_agreed_to_s11s_suit_and_the_two_are_now_betrothed|그들이 말하길 {s9}께서 {s11}님의 구애를 받아들이셨답니다. 그리고 둘은 현재 약혼한 상태입니다.
str_they_say_that_s9_under_pressure_from_her_family_has_agreed_to_betrothal_with_s11|그들이 말하길 {s9}께서는, 그녀의 가족들의 압박 아래서, {s11}님과의 약혼에 동의했다고 합니다.
str_they_say_that_s9_has_refused_s11s_suit|그들이 말하길 {s9}께서는 {s11}의 구애를 거절했다고 합니다
str_they_say_that_s11_has_tired_of_pursuing_s9|그들이 말하길 {s11}께서는 {s9}의 사랑을 얻으려 하고 있다는군요.
str_they_say_that_s9s_family_has_forced_her_to_renounce_s11_whom_she_much_loved|그들이 말하길 {s9}의 가족이 그녀에게 그녀가 몹시 사랑하는 남자인 {s11}에 대한 마음을 단념하도록 강요받고 있다고 합니다.
str_they_say_that_s9_has_run_away_with_s11_causing_her_family_much_grievance|그들이 말하길 그녀의 가족에 대한 반대가 심한 나머지 {s9}께선 {s11}님과 사랑의 도피를 했다는군요.
str_they_say_that_s9_and_s11_have_wed|그들이 말하길 {s9}와 {s11}가 결혼을 했다더군요.
str_they_say_that_s9_was_recently_visited_by_s11_who_knows_where_that_might_lead|그들이 말하길 {s9}께서 최근 {s11}의 방문을 받았다고 하더군요. 어디서 만났는지 누가 알겠습니까!
str_there_is_not_much_to_tell_but_it_is_still_early_in_the_season|말씀 드릴만한게 없군요, 그러나 이건 아직 너무 이른 시기라 그렇습니다.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_but_it_has_been_going_on_for_a_couple_of_days_and_is_about_to_end_|{s12} {s3}의 {s4}에서 연회가 진행되고 있습니다, 그러나 연회는 몇 일 동안이나 진행되었고 곧 끝날 것입니다.
str_s12there_is_a_feast_of_the_s3_in_progress_at_s4_which_should_last_for_at_least_another_day_|{s12} {s3}의 {s4}에서 연회가 진행중 입니다,  연회는 최소한 몇 일 후에나 끝이 날것입니다. 
