dlga_start:close_window.1|{s3}
dlga_tavern_traveler_person_ask_2:tavern_traveler_person_ask_zeladeck|Zeladeck
dlga_tavern_traveler_person_ask_zeladeck:tavern_traveler_person_ask|Zeladeck, Illica's greatest Falki Knight was not an Illica to begin with. He was an orphan raised by a lumberjack couple , living in the forest near the mountain range of Illica. One day, he found a big injured Falki in the forest, and tended its wound. Nursing the everyday Falki for half a year, Zel and the Falki became best friend. The Falki then regained its strength, and took Zel to the Illica clan, only to reveal that that Falki is a direct descendant of the Sky King, the strongest and most respected Falki. He was 10 by that time. Zeladeck then was trained, and with his gifted ability of a warrior, plus the good teamwork between him and his Falki, he soon became the greatest Falki Knight only at the age of 19. Now, he thinks he is the Chosen One to lead the Falki to victory.
dlga_tavern_traveler_person_ask_2:tavern_traveler_person_ask_octiem|Octiem
dlga_tavern_traveler_person_ask_octiem:tavern_traveler_person_ask|Octiem is an odd one. He is the leader of the fabled Third Legion, who have long been a legend in Perisno. Hundreds of years ago, the Third Legion is said to have ruled the entire world. Octiem believes that he is the one to lead his men to victory, like his ancestors did. He proclaims himself as the one that was chosen to lead and rule the new empire. In reality, he is one delusional bastard who thinks only of himself and has ambitions that are beyond comprehension by the normal man (laughs). Anyway, little is known about him, and it is said that he was born to lead, raised by wolves after being abandoned as a baby. Should you ever fight him, be careful, for his army of loyal followers are very strong.
dlga_tavern_traveler_person_ask_2:tavern_traveler_person_ask_ral_daiun|Ral'Daiun.
dlga_tavern_traveler_person_ask_ral_daiun:tavern_traveler_person_ask|I do not know much about Ral'Daiun. It is said that his title is 'Ral,' and his real name is only Daiun. Ral supposedly means 'Legendary Leader' in the Assassins's wretched dialect. Ral'Daiun is a shadowy figure who have led his assassins to become a huge organization. They have no loyalties and kill for gold and gold only. You won't be seeing Ral'Daiun doing the killing the person, for his assassins do all the dirty work for him while he collects the money. He has a hidden castle somewhere in the mountains, but you will not find it for it is too well hidden. Years ago, the assassins were only a small organization, but now they seem to have quadrupled in size and number. You must be careful fighting them, for they have some new technology in their crossbows.
dlga_tavern_traveler_person_ask_2:tavern_traveler_person_ask_zolona|Zolona
dlga_tavern_traveler_person_ask_zolona:tavern_traveler_person_ask|Ah, Zolona. What can I say about her, hmm? She is the queen of her people, I am told, with the duty of a mountain upon her frail little soldiers. She acts brave and strong, but in reality, she is just a little girl without anyone to guide her. She is the daughter of the dead clain leader of the Syrin Nomads, and she has been chosen to lead her people to salvation. How she will do this is beyond me. You must be careful though, for her honor guard is very strong and can wield the bow better than even the Draharan camel riders. Should you meet her, know that while she is a hard enemy to defeat, she isn't invincible. Also, should you defeat her, remember to show her mercy, for even I feel sorry for her. You should, too.
dlga_tavern_traveler_person_ask_2:tavern_traveler_person_ask_ulfheonar|Ulfheonar.
dlga_tavern_traveler_person_ask_ulfheonar:tavern_traveler_person_ask|Ulfheonar is one of those cursed Volheere raiders. What's more, he is the leader of a large majority of them, and in particular the leader of those Volheere Berserkers. Now, you are young, reckless and headstrong. Word of advice -- don't go looking for Ulf. He and his men are all berserkers without a care or doubt about their own safety. If you fight him, you will most likely lose, and even if you win, you will lose many. Ulf was a Jarl back in Nisaynia where he came from. I think he was chosen as the leader of his people, sent to sail to a new land and populate it. I think he mistook 'populate' for loot and pillage, however, as thousands of men and women can gladly tell you. Now, anything else you would like to know?
dlga_tavern_traveler_person_ask_2:tavern_traveler_person_ask_nibor|Nibor
dlga_tavern_traveler_person_ask_nibor:tavern_traveler_person_ask|Nibor Hood is the leader of the Free-Men rebellion of Tolrania. They are rebelling because they think the Tolranian Government are hypocrites, and I say they are right! Even though I disagree with most of Nibor's methods, the government of Tolrania do need to change. Anyway, enough of me going off topic. Nibor was born and raised in a noble family like his sister, Lady Tylora. He grew sickened by all the flaws in the system and wanted a change. A republic, he said. We need to make Tolrania a republic, and fulfill our founders's wishes. Trouble is, you know what happens when someone wants to overthrow you, right? The King of Tolrania sent his men to kill Nibor, but he escaped, and ever since then he and a band of loyal followers have been wrecking havoc in Tolrania.
dlga_tavern_traveler_person_ask_2:close_window|Nobody.
dlga_tavern_traveler_talk:tavern_traveler_rumor|Have you heard anything interesting lately?
dlga_tavern_traveler_rumor:tavern_traveler_rumor_2|{s3}.
dlga_tavern_traveler_rumor_2:close_window|I have not heard any other rumors lately. Perhaps another time.
dlga_tavern_traveler_rumor_2:close_window.1|Very interesting. Goodbye.
dlga_tavern_traveler_talk:tavern_traveler_bookseller_location|I am looking for book merchants...
dlga_tavern_traveler_bookseller_location:tavern_traveler_pretalk|I am sorry I haven't run across any lately.
dlga_tavern_traveler_bookseller_location:tavern_traveler_bookseller_location_ask_money|I might have crossed paths with one or two recently. For 100 aurums, I'll tell you where.
dlga_tavern_traveler_bookseller_location_ask_money:tavern_traveler_bookseller_location_tell|All right. Here is 100 aurums.
dlga_tavern_traveler_bookseller_location_ask_money:tavern_traveler_pretalk|Never mind.
dlga_tavern_traveler_bookseller_location_tell:tavern_traveler_pretalk|You can find them at {s11}.
dlga_tavern_traveler_talk:tavern_traveler_ransom_broker_location|I am looking for ransom brokers...
dlga_tavern_traveler_ransom_broker_location:tavern_traveler_pretalk|I am sorry I haven't run across any lately.
dlga_tavern_traveler_ransom_broker_location:tavern_traveler_ransom_broker_location_ask_money|I know where they are. For 50 aurums, I'll tell you.
dlga_tavern_traveler_ransom_broker_location_ask_money:tavern_traveler_ransom_broker_location_tell|All right. Here is 50 aurums.
dlga_tavern_traveler_ransom_broker_location_ask_money:tavern_traveler_pretalk|Never mind.
dlga_tavern_traveler_ransom_broker_location_tell:tavern_traveler_pretalk|You can find them at {s11}.
dlga_tavern_traveler_talk:dplmc_tavern_traveler_employee_1|I am looking for one of my former employees...
dlga_dplmc_tavern_traveler_employee_1:dplmc_tavern_traveler_employee_2|Maybe I can help you. Who are you looking for?
dlga_dplmc_tavern_traveler_employee_2:dplmc_tavern_traveler_employee_3|My fomer chamberlain, {s11}.
dlga_dplmc_tavern_traveler_employee_2:dplmc_tavern_traveler_employee_3.1|My fomer constable, {s11}.
dlga_dplmc_tavern_traveler_employee_2:dplmc_tavern_traveler_employee_3.2|My fomer chancellor, {s11}.
dlga_dplmc_tavern_traveler_employee_2:tavern_traveler_pretalk|Never mind.
dlga_dplmc_tavern_traveler_employee_3:tavern_traveler_pretalk|I will send word to {reg0?her:him} that you are looking for {reg0?her:him}.
dlga_dplmc_tavern_traveler_employee_3:tavern_traveler_pretalk.1|I am afraid I'm not able to help you.
dlga_tavern_traveler_talk:tavern_traveler_companion_location|I am looking for one of my companions...
dlga_tavern_traveler_companion_location:tavern_traveler_companion_location_ask|Maybe I can help you. Who are you looking for?
dlga_tavern_traveler_companion_location_ask:tavern_traveler_companion_location_ask_2|{s11}
dlga_tavern_traveler_companion_location_ask:tavern_traveler_pretalk|Never mind.
dlga_tavern_traveler_companion_location_ask_2:tavern_traveler_companion_location_ask_money|I guess I know where {s15} is. For 30 aurums, I'll tell you.
dlga_tavern_traveler_companion_location_ask_money:tavern_traveler_companion_location_tell|All right. Here is 30 aurums.
dlga_tavern_traveler_companion_location_ask_money:tavern_traveler_pretalk|Never mind.
dlga_tavern_traveler_companion_location_tell:tavern_traveler_pretalk|{s15} is currently at {s11}.{s12}
dlga_tavern_traveler_talk:close_window|Farewell.
dlga_start:tavern_traveler_answer|Greetings. They say you're the kind of {reg33?woman:man} who'd be interested to hear that I travel frequently to {s17}. I'll tell you all I know for a mere 100 aurums.
dlga_tavern_traveler_answer:tavern_traveler_continue|Here's 100 aurums. Tell me what you know.
dlga_tavern_traveler_answer:close_window|Sorry friend. I am not interested.
dlga_tavern_traveler_continue:close_window|Well, that's all I can tell you. Good bye.
dlga_start:bookseller_talk|Good day {reg33?madam:sir}, will you be looking at my books?
dlga_bookseller_talk:bookseller_buy|Yes. Show me what you have for sale.
dlga_bookseller_buy:book_trade_completed|Of course {reg33?madam:sir}.
dlga_book_trade_completed:bookseller_talk|Anything else?
dlga_bookseller_talk:close_window|Nothing. Thanks.
dlga_start:minstrel_1|Greetings to you, most noble {reg33?lady:sir}.
dlga_minstrel_1:minstrel_job_description|What is it you do?
dlga_minstrel_1:minstrel_courtship_questions|I have some questions about courtship in Perisno
dlga_minstrel_1:minstrel_courtship_poem|Can you teach me any poems?
dlga_minstrel_courtship_poem:minstrel_courtship_poem_teach|I can teach you the poem, 'The Storming of the Castle of Love.' It is short enough to be easily learned. It is an allegoric poem, replete with symbols and metaphor. It describes how a brave but rough warrior wins the heart of his lady by learning the virtues of chivalry, becoming a true and noble knight. Its theme -- that the role of a woman is to inspire but also civilize a man -- is appreciated by some noble ladies, but not all.
dlga_minstrel_courtship_poem:minstrel_courtship_poem_teach.1|I can teach you the poem, 'The Heart's Desire.' It is a lyrical poem, which can be interpreted either erotically or spiritually. The lover realizes the majesty of the divine by gazing upon the body of his beloved. I believe that it appeals to women of a certain romantic temperament, but you risk scandalizing or boring others.
dlga_minstrel_courtship_poem:minstrel_courtship_poem_teach.2|I can teach you the tale of Kais and Layala. It is a sad and simple story -- the shepherd boy Kais and the nobleman's daughter Layala love each other, but they can never marry. The poem is Kais' lament as he wanders alone, unwilling to forget his true love, driving himself mad with longing. Some ladies melt at the sweetness of his sorrows; others glaze over at his self-pity.
dlga_minstrel_courtship_poem:minstrel_courtship_poem_teach.3|I can teach you part of the saga of Helgerad and Kara. It is a heroic tale, full of blood and battle. The shieldmaiden Kara chooses the warrior Helgered as her lover, as he is the only man who can defeat her in combat. Her father, who pledged her to another, comes with his sons and his huscarls to kill Helgered. They fight, and Helgered and Kara slaughter the entire host except for Kara's beloved younger brother -- who, alas, grows up to avenge his father by slaying Helgered. The depiction of warrior and shieldmaiden as equals will appeal to some women, but a mail-wearing, blood-spattered heroine will shock and repulse others.
dlga_minstrel_courtship_poem:minstrel_courtship_poem_teach.4|I can teach you the poem, 'An Argument in the Garden.' It is a comic poem, which satirizes the conventions of courtly love. A lover steals into a garden in Veluca, and plies her with lots of witty lines to persuade his lover to submit to his embraces. She shoots down all of his advances one by one, then when he is downcast, she takes him in her arms and tells him that she wanted him all along, except on her terms, not his. A lady with a sense of humor may find it amusing, but others might feel that they are the ones who are being mocked.
dlga_minstrel_courtship_poem_teach:minstrel_courtship_poem_teach_2|To teach it to you, I will need some hours of your time -- and, of course, a small fee for my services. About 300 aurums would suffice.
dlga_minstrel_courtship_poem:minstrel_pretalk|I believe you already know the poems I am best equipped to teach.
dlga_minstrel_courtship_poem_teach_2:minstrel_courtship_poem_teach_3|Yes -- teach me that one
dlga_minstrel_courtship_poem_teach_2:minstrel_pretalk|Never mind
dlga_minstrel_courtship_poem_teach_3:minstrel_courtship_poem_teach_4|Very well -- repeat after me:^   I deflected her skeptical questioning darts^   with armor made of purest devotion^   purged in the forge of my heart^   from the slag of any baser emotion
dlga_minstrel_courtship_poem_teach_3:minstrel_courtship_poem_teach_4.1|Very well -- repeat after me:^   You are the first and the last^   the outer and the inner^   When I drink from the cup of love^   I escape the tread of time^   A moment in solitude with you^   Would have no beginning and no end
dlga_minstrel_courtship_poem_teach_3:minstrel_courtship_poem_teach_4.2|Very well -- repeat after me:^  The wind that blows the dry steppe dust^  Stirs the curtains in your tower^  The moon that lights my drunken path home^  Looks on you sleeping in your bower^  If I cried out to the wind^  Could it carry a message from my lips?^  If I wept before the moon^  Would it grant me just a glimpse?
dlga_minstrel_courtship_poem_teach_3:minstrel_courtship_poem_teach_4.3|Very well -- repeat after me:^   A light pierced the gloom over Wercheg cliffs...^   Where charge of surf broke on shieldwall of shore^   Grey-helmed and grey-cloaked the maiden stood^   On wave-steed's prow, the sailcloth snapping^   Over din of oars, of timbers cracking^   She cried out to her hearth-brothers, arrayed for war
dlga_minstrel_courtship_poem_teach_3:minstrel_courtship_poem_teach_4.4|Very well -- repeat after me:^All the silks of Veluca, all the furs of Khudan^Would buy you not the briefest kiss^What I bestow, I bestow for love^And the sake of my own happiness^But brought you a gift? Let us see! Let us see!^Or should tell my father how you came to see me?
dlga_minstrel_courtship_poem_teach_4:minstrel_learn_poem_continue|'I deflected her skeptical questioning darts...'
dlga_minstrel_courtship_poem_teach_4:minstrel_learn_poem_continue.1|'You are the first and the last..'
dlga_minstrel_courtship_poem_teach_4:minstrel_learn_poem_continue.2|'The wind that blows the dry steppe dust...'
dlga_minstrel_courtship_poem_teach_4:minstrel_learn_poem_continue.3|'A light pierced the gloom over Wercheg cliffs...'
dlga_minstrel_courtship_poem_teach_4:minstrel_learn_poem_continue.4|'All the silks of Veluca...'
dlga_minstrel_courtship_poem_teach_4:minstrel_courtship_poem_teach_reject|Pshaw... What kind of doggerel is that?
dlga_minstrel_courtship_poem_teach_reject:minstrel_pretalk|Very well. If the poem is not to your taste, then keep your money. But remember -- with poets and with lovers, what is important is not what pleases you. What is important is what your pleases your audience. If you wish to learn the poem, I am still willing to teach.
dlga_minstrel_learn_poem_continue:close_window|Very good -- but there are many stanzas to go. Now, listen closely...
dlga_minstrel_1:minstrel_gossip|Can you tell me anything about the eligible maidens in this realm?
dlga_minstrel_gossip:minstrel_gossip_select|About whom did you wish to know?
dlga_minstrel_gossip_select:minstrel_gossip_maiden_selected_2|Just tell me the latest piece of gossip
dlga_minstrel_gossip_select:minstrel_gossip_maiden_selected|{s10}
dlga_minstrel_gossip_select:minstrel_pretalk|Never mind
dlga_minstrel_gossip_maiden_selected:minstrel_gossip_maiden_selected_2|{s16}
dlga_minstrel_gossip_maiden_selected_2:minstrel_postgossip|{reg0?She:He} is married to you, of course! Clearly, no one would dream that {reg0?she:he} would do anything to engender gossip.
dlga_minstrel_gossip_maiden_selected_2:minstrel_postgossip.1|{s12}.
dlga_minstrel_gossip_maiden_selected_2:minstrel_postgossip.2|{s12}.
dlga_minstrel_postgossip:minstrel_pretalk|Very interesting -- but let us speak of something else.
dlga_minstrel_postgossip:minstrel_gossip|Very interesting -- is there any more news?
dlga_minstrel_postgossip:minstrel_duel_confirm|What? I'll make that miscreant face my sword
dlga_minstrel_duel_confirm:minstrel_duel_confirm_2|Do you mean that? {s11} will be honor-bound to fight you, but challenging a lord to duel over a woman is seen as a bit hot-headed, even in this warlike age.
dlga_minstrel_duel_confirm_2:minstrel_duel_issued|Yes -- I intend to force {s11} to relinquish his suit of {s12}
dlga_minstrel_duel_confirm_2:minstrel_pretalk|No -- I let my passions run away with me, there
dlga_minstrel_duel_issued:minstrel_pretalk|As you wish. I'll spead the word of your intentions, so that {s13} does not try to back out...
dlga_minstrel_1:minstrel_courtship_locations|Do you know of any ongoing feasts?
dlga_minstrel_courtship_locations:minstrel_pretalk|{s12}
dlga_minstrel_1:close_window|Good-bye.
dlga_minstrel_courtship_questions:minstrel_courtship_questions_2|What do you wish to know?
dlga_minstrel_courtship_prequestions:minstrel_courtship_questions_2|Can I answer any other questions for you?
dlga_minstrel_courtship_questions_2:minstrel_player_role|Is there a place for me in the game of love?
dlga_minstrel_courtship_questions_2:minstrel_player_advice_meet|How would a suitor meet a lady?
dlga_minstrel_courtship_questions_2:minstrel_player_advice_woo|Having met a lady, how would the suitor woo her?
dlga_minstrel_courtship_questions_2:minstrel_nobles|Tell me about marriage and love among the nobility of Perisno
dlga_minstrel_nobles:minstrel_nobles_2|Nobles are an odd lot. In Perisno, a daughter is a political asset, to be given away to a lord with whom her father wishes to make an alliance. Yet the great families of this land idealize pure love between man and woman, and I have seen many a hardened warrior weep copious tears at the doomed ardour of Sahira and Janun in the songs -- even as he made plans to break his own daughter's heart.
dlga_minstrel_nobles_2:minstrel_nobles_3|Fathers differ, of course. Some Perisnon nobles will let their daughters choose a husband who pleases them. Others, however, feel that to allow their daughters any choice at all would be to diminish their own authority, and insist on imposing a groom whether she likes it or not.
dlga_minstrel_nobles_3:minstrel_prequestions|But the majority will steer a middle course -- they will want to make the final decision about a groom, but will weigh their daughter's preferences heavily. Among other factors, a happy marriage is more likely to produce heirs. So, there is a place for courtship, and for the use of skill and passion to win a lady's heart.
dlga_minstrel_courtship_questions_2:minstrel_daughter_father|What if a lady and her father disagree about a suitor?
dlga_minstrel_daughter_father:minstrel_daughter_father_2|It happens sometimes that a bride elopes. This is a major blow to the father's prestige, leading to lasting enmities. Indeed, it is possible that a war may be fought over a woman. Now, that is a fine topic for a song.
dlga_minstrel_daughter_father_2:minstrel_prequestions|In the end, however, most brides will submit to their parents' choice. A noblewoman's family is everything to her, and few are brave enough to risk its disapproval for the sake of man she barely knows. She may pine for her lover, but still accept the groom -- and without tragic love, what would we have to sing about?
dlga_minstrel_player_role:minstrel_player_role_2|Of course! Perisnon lords make a great deal of lineage, but in the end, lands and money speak louder than one's ancestors. Even though you are a foreigner, if you are coming up in the world, then many parents will consider you a fine catch.
dlga_minstrel_player_role_2:minstrel_player_role_3|You will have to compete with many other lords of your realm, however, who will have an advantage -- they have known these ladies from childhood, and will have been sized up as grooms by carefully discerning mothers and aunts. Some ladies may be fascinated by the stranger, yet opt for the familiar.
dlga_minstrel_player_role_3:minstrel_prequestions|So know this -- you may have your heart broken. But to enter the arena of love fearing heartbreak is like entering the battlefield fearing the enemy's arrows. Be brave, and shrug off the sting of rejection, and victory may yet be yours.
dlga_minstrel_player_role:minstrel_female_player_3|{reg33?Lady:Sir} -- I will speak bluntly. Most of the {reg33?lords:ladies} of this land are looking for a demure {reg33?maiden:lad}, whose skin as fair as snow -- and your skin is burnt brown by the sun. They want a {reg33?maiden:boy} whose voice is soft as bells -- and your voice is hoarse from commanding {reg33?soldiers:men} in battle. Also, although the {reg33?lords:ladies} of Perisno appreciate poems about love, most also want heirs, and few {reg33?women:men} can ride and fight while {reg33?with child:caring for their children}.
dlga_minstrel_female_player_3:minstrel_prequestions|However, not all {reg33?lords:ladies} will be so conventionally minded. We poets sing of shield {reg33?maidens:boys} and of {reg33?huntresses:hunters}, of {reg33?women:lads} who forged their own path without having sacrificed the chance for love. I would not tell you that it would be easy for you to find a devoted {reg33?husband:wife} who will accept your ways, but I would not say that it is impossible.
dlga_minstrel_courtship_questions_2:minstrel_spouse_benefits|What advantage is there in seeking a {reg33?husband:wife}?
dlga_minstrel_spouse_benefits:minstrel_wife_benefits_2|Ah! You are quite the romantic, I see! Well, aside from the obvious benefits of love, companionship and other, em, domestic matters, to marry among the nobility brings great assets. You may forge a strong alliance with the bride's family, and a wife may also assist you in manipulating the politics of the realm to your advantage.
dlga_minstrel_wife_benefits_2:minstrel_prequestions|What's more, most of the great families of Perisno have at some point intermarried with royalty, which would boost your own claim to rule -- should you ever choose to assert it...
dlga_minstrel_spouse_benefits:minstrel_wife_benefits_2.1|Ah! You are quite the romantic, I see! Well, aside from the obvious benefits of love, companionship and other, em, domestic matters, to marry among the nobility brings great assets. You may have access to the groom's castles and properties, and be able to work with him to advance both of your standings in the realm.
dlga_minstrel_player_advice_meet:minstrel_player_advice_meet_2|Every so often, a king or great lord of Perisno will hold a feast. In towns they will often be accompanied by tournaments, and in castles they will be accompanied by hunts. The feasts provide a chance for the lords to repair some of the rivalries that may undermine the strength of the realm. They also provide an opportunity for families to show off their eligible daughters, and ladies will often be allowed to mingle unsupervised with the guests.
dlga_minstrel_player_advice_meet_2:minstrel_prequestions|If you have the opportunity, you may attempt to pay the lady a compliment. This indicates to her that you are a potential suitor, and she will usually know if she wishes you to continue your suit. Incidentally, if you come to her fresh from having distinguished yourself in the tournament or in the hunt, then you may make a stronger first impression than otherwise.
dlga_minstrel_player_advice_woo:minstrel_player_advice_woo_2|To woo a lady takes a certain amount of time and patience, and several meetings spaced over a period of months. A lady who is interested in you will often find ways of letting you know if she wishes you to come visit her. Alternately, you may simply go and ask her father or brother for permission. If you do not have permission from her guardian, it may be possible to arrange an assignation through other means.
dlga_minstrel_player_advice_woo_2:minstrel_player_advice_woo_3|Having arranged an assignment, you may then attempt to charm her and win her favor. Perhaps one of the most difficult aspects of this is finding a topic of conversation. Most Perisno noblewomen lead a cloistered life, at least until they are married, and thus will have little to say that will interest you. On other hand, she will soon tire of hearing of your own deeds in the outside world.
dlga_minstrel_player_advice_woo_3:minstrel_player_advice_woo_4|One time-tested mode of courtship is simply to recite a popular poem, and discuss it. This way, you are both on an equal footing, and neither will have an advantage in knowledge or experience. Of course, different ladies will have different tastes in poetry.
dlga_minstrel_player_advice_woo_4:minstrel_player_advice_woo_5|At some point, you will be able to discuss directly the issue of marriage. She will then let you know if you measure up to what she wants in a husband. Some ladies will coolly assess who is the most prestigious of her suitors, others will be guided by their passions. Some will look to your companions, to see whether you are the kind of husband who will treat her as an equal, while others will follow the lead of their fathers.
dlga_minstrel_player_advice_woo_5:minstrel_prequestions|At any rate, it is a challenging business -- and do not forget, you may find that your suit prospers with a lady, only to have it falter on a father's political ambitions. So you must ask yourself: are you willing to risk disappointment and heartbreak? Alternately, are you willing to throw away your standing in society, to make enemies of allies, in pursuit of a forbidden love? Because if you are, then perhaps some day we will write poems about you.
dlga_minstrel_courtship_questions_2:minstrel_job_description|What is it that you poets and musicians do again?
dlga_minstrel_job_description:minstrel_courtship_prequestions|I compose and write songs for the lords of the land, and their ladies. Sometimes I sing about war, sometimes about the virtues of kings, and sometimes, for the more sophisticated audiences, about the virtues of wine. For most audiences, however, I sing of love.
dlga_minstrel_courtship_questions_2:minstrel_pretalk|No, that is all.
dlga_minstrel_prequestions:minstrel_courtship_questions_2|Do you have any other questions?
dlga_minstrel_pretalk:minstrel_1|Is there anything else?
dlga_start:entertainment_guildsman_talk|Greetings, friend. Is there anything you need?
dlga_entertainment_guildsman_talk:entertainment_guildsman_backstory|Who are you?
dlga_entertainment_guildsman_backstory:entertainment_guildsman_backstory1|I am a member of the Entertainment Guild. Our guildsmen travel around Perisno's taverns, and offer our services to those who wish it -- for a price, of course. We provide entertainment to the travel-weary, or to people who just want to relax and enjoy.
dlga_entertainment_guildsman_backstory1:entertainment_guildsman_backstory2|I see. Would you be able to provide my men and I entertainment if I asked for it?
dlga_entertainment_guildsman_backstory2:entertainment_guildsman_backstory3|Certainly! We take requests from any who want it. I'm sure your party's morale will be high once I am finished.
dlga_entertainment_guildsman_backstory3:entertainment_guildsman_talk_1|Well, that's good to know. I'll think about it.
dlga_entertainment_guildsman_talk_1:entertainment_guildsman_talk|Anything else you need...?
dlga_entertainment_guildsman_talk:entertainment_guildsmen_entertain|Yes. My men and I require your services.
dlga_entertainment_guildsmen_entertain:entertainment_guildsmen_entertain1|That is great to hear! However, before we begin, we require a price of 2000.
dlga_entertainment_guildsmen_entertain1:entertainment_guildsmen_entertain2|Very well.
dlga_entertainment_guildsmen_entertain2:close_window|Thank you, sir! We will begin at once.
dlga_entertainment_guildsmen_entertain1:close_window|What!? You expect someone to actually pay you that price? No thank you ...
dlga_start:farmer_from_bandit_village_1|{reg0?Your highness:My {reg33?lady:lord}}, we are in dire need of assistance.  Will you hear my plea?
dlga_start:farmer_from_bandit_village_1.1|{reg33?Madam:My Lord}, you look like a {reg33?lady:man} of the sword and someone who could help us. Will you hear my plea?
dlga_farmer_from_bandit_village_1:farmer_from_bandit_village_2|What is the matter, my good {reg65?woman:man}?
dlga_farmer_from_bandit_village_1:farmer_from_bandit_village_2.1|What are you burbling about peasant? Speak out.
dlga_farmer_from_bandit_village_2:farmer_from_bandit_village_5|A band of brigands have taken refuge in our village. They take everything we have, force us to serve them, and do us much evil. If one of us so much as breathes a word of protest, they kill the poor soul on the spot right away. Our lives have become unbearable. I risked my skin and ran away to find someone who can help us. Please {s0}, you are a {reg33?lady:man} of valor and a fearsome warrior, with many friends and soldiers at your service. If there is anyone who can help us, it's you.
dlga_farmer_from_bandit_village_2:farmer_from_bandit_village_3|A band of brigands have taken refuge in our village. They take everything we have, force us to serve them, and do us much evil. If one of us so much as breathes a word of protest, they kill the poor soul on the spot right away. Our lives have become unbearable. I risked my skin and ran away to find someone who can help us.
dlga_farmer_from_bandit_village_3:farmer_from_bandit_village_4|Why don't you go to the {reg0?mistress:lord} of your village? {reg0?She:He} should take care of the vermin.
dlga_farmer_from_bandit_village_4:farmer_from_bandit_village_5|Our {reg0?lady:lord} is imprisoned, so we cannot go to {reg0?her:him} for protection. Please {s0}, you {reg1?are:look like} a {reg33?lady:man} of valor, {reg1?with:and you have no doubt} many friends and soldiers at your service.  If there is anyone who can help us, it's you.
dlga_farmer_from_bandit_village_4:farmer_from_bandit_village_5.1|We have no lord, so we cannot go to him for protection. Please {s0}, you {reg1?are:look like} a {reg33?lady:man} of valor, {reg1?with:and you have no doubt} many friends and soldiers at your service.  If there is anyone who can help us, it's you.
dlga_farmer_from_bandit_village_4:farmer_from_bandit_village_5.2|I did, {s0}, but our {reg0?lady:lord}'s {reg0?servants:men} did not let me see {reg0?her:him} and said {reg0?she:he} was occupied with more important matters and that we should deal with our own problem ourselves. Please {s0}, you {reg1?are:look like} a {reg1?lady:man} of valor and a fearsome warrior, {reg1?with:and you have no doubt} many friends and soldiers at your service.  If there is anyone who can help us, it's you.
dlga_farmer_from_bandit_village_5:farmer_from_bandit_village_accepted|Very well, I'll help you. Where is this village?
dlga_farmer_from_bandit_village_5:farmer_from_bandit_village_denied|I can't be bothered with this right now.
dlga_farmer_from_bandit_village_5:farmer_from_bandit_village_barter|Why would I fight these bandits? What's in it for me?
dlga_farmer_from_bandit_village_accepted:close_window|God bless you, {s0}. Our village is {s7}. It is not too far from here.
dlga_farmer_from_bandit_village_denied:close_window|As you say {reg33?madam:sir}. Forgive me for bothering you.
dlga_farmer_from_bandit_village_barter:farmer_from_bandit_village_5|We are but poor farmers {s0}, and the bandits have already got most of what we have on this world. but we'll be glad to share with you whatever we have got. And we'll always be in your gratitude if you help us.
dlga_start:close_window.92|Thank you for helping us {s0}. Crush those bandits!
dlga_start:fight_alcool1|Hey you, you do know it's rude not to join in.
dlga_fight_alcool1:fight_alcool2|Join in? What are you talking about?
dlga_fight_alcool1:close_window|Whatever, I have better things to do.
dlga_fight_alcool2:fight_alcool3|Uhh, well you see I was hoping you would join me for a game. To drink. Yeah!!! A DRINKING GAME.
dlga_fight_alcool3:fight_alcoolstart|There is nothing I'de like better then spend my time drinking my hard earned gold away. But I shall join you
dlga_fight_alcool3:close_window|You old drunk! I have better things to do...
dlga_fight_alcoolstart:fight_alcoolmise|Ahh! May the odds be against you. What do you wager?
dlga_fight_alcoolmise:fight_alcoolmiseend|10 coins.
dlga_fight_alcoolmise:fight_alcoolmiseend.1|20 coins.
dlga_fight_alcoolmise:fight_alcoolmiseend.2|30 coins.
dlga_fight_alcoolmise:fight_alcoolmiseend.3|40 coins.
dlga_fight_alcoolmise:fight_alcoolmiseend.4|50 coins.
dlga_fight_alcoolmise:fight_alcoolmiseend.5|100 coins.
dlga_fight_alcoolmise:fight_alcoolmiseendno|I will stop here.
dlga_fight_alcoolmiseendno:close_window|Coward...
dlga_fight_alcoolmiseend:fight_begin|The first one...together.
dlga_fight_begin:fight_begin2|AHH! that's good , another one!
dlga_fight_begin2:fight_begin_round2|Another one!
dlga_fight_begin2:close_window|No, i think i've had enough, Thank you
dlga_fight_begin_round2:fight_begin3|*hik*...not...not bad.
dlga_fight_begin3:fight_begin4|Come on! Another one!
dlga_fight_begin3:close_window|Okay, i really think that is enough.
dlga_fight_begin4:fight_begin5|He, he he he...ha, ha ha !
dlga_fight_begin4:close_window|I don't feel well. ...
dlga_fight_begin5:fight_begin6|Oh... alright
dlga_fight_begin5:close_window|I will stop here, before i have to be carried out
dlga_fight_begin6:fight_begin7|ANOTHER ONE ! ah ah ah!.
dlga_fight_begin6:close_window|...
dlga_fight_begin7:fight_begin8|Another.. Another one, *hic*!..
dlga_fight_begin7:close_window|Oh well, i think i won
dlga_fight_begin8:close_drunk_f|...
dlga_close_drunk_f:close_window|Thanks for the gold, and goodbye...
dlga_ranger_master_talk:close_window|As the owner of this town, I won't mind you staying here as long as you provide troops for the garrison every 2 weeks.
