str_no_string|NO STRING!
str_who_do_you_wish_to_give_it_to|Who do you wish to give it to?
str_sire_my_lady_we_have_taken_s1_s2|{Sire/My lady}, we have taken {s1}. {s2}
str_s12i_want_to_have_s1_for_myself|{s12}I want to have {s1} for myself. {s2}
str_fiefs_s0|(fiefs: {s0})
str_production_setting_buy_from_market|We are buying raw materials from the market.
str_production_setting_buy_from_inventory|We are only using the raw materials in our inventory.
str_production_setting_produce_to_inventory|We are putting our output into the inventory.
str_production_setting_produce_to_market|We are selling our output directly into the inventory.
str_feast_quest_expired|You were unable to hold a feast as planned. Most likely, major faction campaigns or other events intervened. You may attempt to hold the feast again, if you wish.
str_whereabouts_unknown|Whereabouts unknown.
str_mulberry_groves|acres of mulberry groves
str_olive_groves|acres of olive groves
str_acres_flax|acres of flax fields
str_enterprise_enemy_realm|{reg33?Madame:Sir}, you are an enemy of this realm. We cannot allow you to buy land here.
str_you_intend_to_denounce_s14_to_s13_on_behalf_of_s12|You intend to privately denounce {s14} to {s13} on behalf of {s12}
str_you_intend_to_denounce_s14_to_his_face_on_behalf_of_s14|You intend to openly denounce {s14} to his face, on behalf of {s12}
str_you_intend_to_bring_gift_for_s14|You intend to bring velvet and furs to {s12}. Then, speak to {s14}, to see if {s12} was able to arrange a reconciliation.
str_we_will_gather_the_army_but_not_ride_until_we_have_an_objective|We will gather the army, but not ride forth until we have an objective.
str_we_shall_lay_siege_to_an_easy_fortress_to_capture|We are concentrating out forces on their most vulnerable fortress.
str_we_shall_strike_at_the_heart_of_our_foe_and_seize_the_fortress_of_s14|We intend to strike a blow which will do them the greatest damage.
str_we_shall_take_the_fortress_of_s14_which_appears_easily_defensible|We aim to take a fortress which is easy for us to defend.
str_we_shall_cut_a_fiery_trail_through_their_richest_lands_to_draw_them_out_to_battle|We leave a fiery trail through their richest lands to draw them out to battle.
str_strategy_criticism_rash|I believe that this strategy is rash, and needlessly exposes our forces to danger.
str_strategy_criticism_cautious|I believe that this strategy is overly cautious, and will see our army melt away from boredom without us achieving any successes.
str_tavernkeeper_invalid_quest| had some sort of business going on, but I'm having trouble remembering the details.
str_faction_title_male_player|Lord {s0}
str_faction_title_male_1|Count {s0}
str_faction_title_male_2|Baron {s0}
str_faction_title_male_3|Emir {s0}
str_faction_title_male_4|Lord {s0}
str_faction_title_male_5|Archduke {s0}
str_faction_title_male_6|Hakkon {s0}
str_faction_title_male_8|Eorl {s0}
str_faction_title_male_9|Aethling {s0}
str_faction_title_male_10|Drgrimst {s0}
str_faction_title_male_11|Archduuk {s0}
str_faction_title_male_12|Knyaz {s0}
str_faction_title_male_13|Atabek {s0}
str_faction_title_male_14|Ofugr {s0}
str_faction_title_male_15|Chieftain {s0}
str_faction_title_male_16|Chief {s0}
str_faction_title_male_zann_dynasty|General {s0}
str_faction_title_young_male_player|Lord {s0}
str_faction_title_young_male_1|Viscount {s0}
str_faction_title_young_male_2|Graf {s0}
str_faction_title_young_male_3|Sahib {s0}
str_faction_title_young_male_4|Lord {s0}
str_faction_title_young_male_5|Duke {s0}
str_faction_title_young_male_6|Hakkon {s0}
str_faction_title_young_male_8|Thane {s0}
str_faction_title_young_male_9|Aethling {s0}
str_faction_title_young_male_10|Drgrimst {s0}
str_faction_title_young_male_11|Duuk {s0}
str_faction_title_young_male_12|Boyar {s0}
str_faction_title_young_male_13|{s0} Bey
str_faction_title_young_male_14|Ofugr {s0}
str_faction_title_young_male_15|Chieftain {s0}
str_faction_title_young_male_16|Ratu {s0}
str_faction_title_young_male_zann_dynasty|General {s0}
str_faction_title_female_player|Lady {s0}
str_faction_title_female_1|Countess {s0}
str_faction_title_female_2|Baroness {s0}
str_faction_title_female_3|Emira {s0}
str_faction_title_female_4|Grevinne {s0}
str_faction_title_female_5|Duchess {s0}
str_faction_title_female_6|Sayeda {s0}
str_faction_title_female_8|Lady {s0}
str_faction_title_female_9|Ethel {s0}
str_faction_title_female_10|Dama {s0}
str_faction_title_female_11|Duuchess {s0}
str_faction_title_female_12|Knyazhna {s0}
str_faction_title_female_13|{s0} Khatun
str_faction_title_female_14|Chieftess {s0}
str_faction_title_female_15|Chieftess {s0}
str_faction_title_female_16|Chieftess {s0}
str_faction_title_female_zann_dynasty|{s0}-sama
str_faction_title_young_female_player|Lady {s0}
str_faction_title_young_female_1|Viscountess {s0}
str_faction_title_young_female_2|Grafin {s0}
str_faction_title_young_female_3|{s0} Bibi
str_faction_title_young_female_4|Grevinne {s0}
str_faction_title_young_female_5|Duchess {s0}
str_faction_title_young_female_6|Sayeda {s0}
str_faction_title_young_female_8|Lady {s0}
str_faction_title_young_female_9|Ethel {s0}
str_faction_title_young_female_10|Dama {s0}
str_faction_title_young_female_11|Duuchess {s0}
str_faction_title_young_female_12|Boyarina {s0}
str_faction_title_young_female_13|{s0} Khanum
str_faction_title_young_female_14|Chieftess {s0}
str_faction_title_young_female_15|Chieftess {s0}
str_faction_title_young_female_16|Chieftess {s0}
str_faction_title_young_female_zann_dynasty|{s0}-san
str_name_kingdom_text|What will be the name of your kingdom?
str_default_kingdom_name|{s0}'s Kingdom of Perisno
str_custom_lords_name_template|{s3} {s0}
str_lord_defects_ordinary|Lord Defects^^{s1} has renounced {reg4?her:his} allegiance to the {s3}, and joined the {s2}
str_lord_defects_player|Lord Defects^^{s1} has renounced {reg4?her:his} allegiance to the {s3}. {reg4?She:He} has tentatively joined your kingdom. You may go to your court to receive a pledge, if you wish.
str_lord_defects_player_faction|Lord Defects^^{s1} has renounced {reg4?her:his} allegiance to the {s3}. {reg4?She:He} has tentatively joined your kingdom. You may go to your court to receive a pledge, if you wish.
str_lord_indicted_player_faction|By order of {s6}, {s4} of the {s5} has been indicted for treason. The lord has been stripped of all {reg4?her:his} properties, and has fled for {reg4?her:his} life. {reg4?She:He} wishes to join your kingdom. You may find {reg4?her:him} in your court to receive {reg?her:his} allegiance, if you wish it.
str_lord_indicted_dialog_approach|Greetings, my {reg33?lady:lord}. You may have heard of my ill treatment at the hands of {s10}. You have a reputation as one who treats {his/her} vassals well, and if you will have me, I would be honored to pledge myself as your vassal.
str_lord_indicted_dialog_approach_yes|And I would be honored to accept your pledge.
str_lord_indicted_dialog_approach_no|I'm sorry. Your service is not required.
str_lord_indicted_dialog_rejected|Indeed? Well, perhaps your reputation is misleading. Good day, my {reg33?lady:lord} -- I go to see if another ruler in Perisno is more appreciative of my talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home| has been worried about bandits establishing a hideout in {reg4?her:his} area.
str_bandit_lair_quest_description|Find and destroy the {s9}, and report back to {s11}.
str_bandit_hideout_preattack|You approach the hideout. The {s4} don't appear to have spotted you yet, and you could still sneak away unnoticed. The difficult approach to the site -- {s5} -- means that only a handful of troops in your party will be able to join the attack, and they will be unable to bring their horses. If your initial attack fails, the {s4} will easily be able to make their escape and disperse. Do you wish to attack the hideout, or wait for another occasion?
str_bandit_hideout_failure|The {s4} beat back your attack. You regroup, and advance again to find that they have dispersed and vanished into the surrounding countryside, where no doubt they will continue to threaten travellers.
str_bandit_hideout_success|With their retreat cut off, the {s4} fall one by one to your determined attack. Their hideout, and their ill-gotten gains, as now yours.
str_bandit_approach_defile|down a narrow defile
str_bandit_approach_swamp|through a pine swamp
str_bandit_approach_thickets|through a series of dense thickets
str_bandit_approach_cliffs|up a path along the side of a cliff
str_bandit_approach_cove|down a stream bed cutting through the sea-cliffs
str_political_explanation_lord_lacks_center|In this case, the fief should go to a lord who has no land and no income.
str_political_explanation_lord_took_center|In this case, the fortress should go to the one who captured it.
str_political_explanation_most_deserving_friend|In this case, I looked to my close friends and companions, and decided to give the fief to the most deserving.
str_political_explanation_most_deserving_in_faction|In this case, I looked to all the lords of the realm, and decided to give the fief to the most deserving.
str_political_explanation_self|In the absence of any clear other candidate, I nominate myself.
str_political_explanation_marshal|I chose the most valiant of our nobles, whom I trust, and whose name is not currently tainted by controversy.
str_prisoner_at_large|large, after the captors were defeated in battle. I expect your friend will resurface shortly.
str_quick_battle_scene_1|Attack on Hylr Island
str_quick_battle_scene_2|Battle at Sea
str_quick_battle_scene_3|Riding to Leuven's Defense
str_quick_battle_scene_4|Amarhus Castle (Valahir Clan)
str_quick_battle_scene_5|Azure Keep (Geldar)
str_quick_battle_troop_1|From the continent of Nisaynia, the Rafkla Clan is a fearsome power in war, lead by their Clan 'King', Rafklazan. While conducting a naval raid on another clan, a huge wind blew their ships away and scattered them, and after sailing for many days, many of them landed on Reich lands in Perisno while others landed in the Draharan deserts. Rafklazan is desperate for a way home although he seems to be enjoying looting the countryside and wrecking caravans in Perisno, as these caravans are equally rich as the ones in Nisaynia.
str_quick_battle_troop_2|Nibor Hood is the leader of a rebel group of outlaws of Tolrania; commonly called 'bandits' by the Tolranian government. However, Nibor Hood's 'bandits' have quite a following due to their politcal message, claiming the Tolranian government is corrupt and oppessive to the common man. This makes many peasants very ready to join or help Nibor Hood's outlaws and overthrow the Tolranian government.
str_quick_battle_troop_3|Onishi, a captain of the Zann Dynasty, is the leader of the Zann Berserkers. Their goal is to cut a path through all inhabitants of Perisno before the Emperor Zann the Mandate of Heaven arrives, to take the land for the venerable Zann Dynasty.
str_quick_battle_troop_4|Forodan, who was declared a hero for holding his ground against thousands of Hakkon until help arrived during the Elven war against Tolrania. After the war he quickly retired to a home in the hills of the Elintoran lands. Longing for adventure he quickly took up arms and set out crossing the land of Perisno with a party of sellswords looking for a fight.
str_quick_battle_troop_5|Baibars Hakkon, the veteran leader of a company of Hakkon legionnaires in the Hakkon civil war. After years of service he left the Hakkon military to strike out on his own as a sellsword. Using his years of experience he led a mercenary company all over Perisno. After years of leading his company he disbanded it to go home. Soon after his home was attacked by Tolranian soldiers. His wife and children were both killed and he also lost his house. With a vengeance he gathered his armour that was hidden behind the house and gathered his old legionnaire company and struck out at the Tolranians with a vengeance.
str_quick_battle_troop_6|Torlan was the leader of a small group of men who led the attack with the Elintorans against the Hakkon. He was seriously injured by a Hakkon lancer and soon retired from the army to live on a small farm. He quickly grew tired of the farm life and decided to strike out on his own. He quickly gathered his gear and left to travel Perisno with a company of mercenaries.
str_quick_battle_troop_7|Aethling Culgrah, a noble of the Valahir clan got tired of the peace between the Valahir and Maccavia. He soon abandoned his castle and took his army to raze the land called Maccavia. He not only wanted action but he also had venagance as his wife had been killed by a Macciavian party when she entered their lands.
str_quick_battle_troop_8|The High Priestess of the Dragon Amara decided to take action against Eagle parties that were raiding the worshipper lands.She now rides with an army and a vengeance till kill every last Eagle party in Perisno.
str_quick_battle_troop_9|Uniter Zengi, a young soldier in the Drahara Army wanted to be more than a soldier. He left his camp at night and set off the desert and no one saw him for weeks. After awhile he came out of the desert with a massive force to conquer all of Perisno.
str_quick_battle_troop_10|A nomadic queen has come from the far deserts, Zolona is now trying to expand her influence to the lands of Perisno.
str_quick_battle_troop_11|Ulfhednar, the infamous Volheere Raider, has accumulated many a victory in his battles across Nisaynia, and he now comes to Perisno to test his strength, gather his loot, and drink himself to a stupor afterwards.
str_quick_battle_troop_12|General Yachamoci was a proud commander leading a scouting party into the wartorn lands of Perisno. He is a long serving General in the Zann military and has a lot of military experience. Him and an elite division hand picked by him scout Perisno in hopes of easy pickings for the Zann army.
str_quick_battle_troop_13|Zeladeck, Illica's greatest Falki Knight was not an Illica to begin with. He was an orphan raised by foresters. One day when he was a small child, Zeladeck found an injured Falki Knight in the forest, and persuaded his caretakers to tend its wound. Staying the Falki all day long for half a year as it recovered, Zeladeck and the Falki got to know each other well. When the Falki Knight regained its strength, and took Zeladeck to the Illica clan, only to reveal that that Zeladeck was a direct descendant of the Sky King, the strongest and most respected of the Illica. He was age ten by that time. Zeladeck was then taken under Illica care, being trained from then on. He soon became the greatest Falki Knight only at the age of 19. Some time after that, he went back to his home, only to see the abandoned wreck of what used to be his home. Raged, he alone went to the Reich, in order to find out the whereabouts of his foster parents and then take his vengeance. There he met a found the rogue Drachenritter who had killed them. This Drachenritter's strength was on par with his own. They fought an entire day without a winner. Not satisfied with the result, he went back to Illica to assemble his followers and try to settle the score, once and for all.
str_quick_battle_troop_14|Atanos Octiem is a proud commander of Third Legion troops. He believes it is his duty to the old Emperor of the Venetor Empire to pillage and conquer as much land in Perisno as possible. He was promised great rewards in return for his service to the Third. Octiem sets off to ravage the land of Perisno, adding fuel to the fire of the already war-torn continent.
str_quick_battle_troop_15|Torsson was one of the greatest fighters in Hylr, until his demise to Aethling Svafar. In his final stand, one man against 70, Torsson managed to bring 15 Valahir soldiers to their graves before falling to a Hersir.
str_quick_battle_troop_16|Chief Hahkethomemah of the Aroulo is one of the strongest fighters of the islands, overcoming many an opponent. He was granted a chiefdom after besting Aroulo Pomaahkaa, the grand chief of the Aroulo, in a duel.
str_tutorial_training_ground_intro_message|Walk around the training field and speak with the fighters to practice various aspects of Mount&Blade combat. You can use ASDW keys to move around. To talk to a character, approach him until his name appears on your screen, and then press the F key. You can also use the F key to pick up items, open doors and interact with objects. Press the Tab key to exit the tutorial any time you like.
str_map_basic|Map
str_game_type_basic|Game Type
str_battle|Battle
str_siege_offense|Siege (Offense)
str_siege_defense|Siege (Defense)
str_character|Character
str_biography|Background
str_player|Player
str_enemy|Enemy
str_faction|Faction
str_army_composition|Army Composition
str_army_size|Army Size
str_reg0_men|{reg0} men
str_start|Start
str_i_need_to_raise_some_men_before_attempting_anything_else|I need to raise some men before attempting anything else
str_we_are_currently_at_peace|We are currently at peace.
str_the_marshalship|the marshalship
str_you|you
str_myself|myself
str_my_friend_s15|my friend {s15}
str_custom_battle|Custom Battle
str_comment_intro_liege_affiliated_to_player|I am told that you would dispute my claim to the crown of Perisno. Needless to say, I am not pleased by this news. However, we may still talk.
str_s21_the_s8_declared_war_out_of_personal_enmity|{s21} The {s8} declared war out of personal enmity
str_s21_the_s8_declared_war_in_response_to_border_provocations|{s21} The {s8} declared war in response to border provocations
str_s21_the_s8_declared_war_to_curb_the_other_realms_power|{s21} The {s8} declared war to curb the other realm's power
str_s21_the_s8_declared_war_to_regain_lost_territory|{s21} The {s8} declared war to regain lost territory
str__family_|^Family: 
str_we_are_conducting_recce|We will first scout the area, and then decide what to do.
str_s49_s12_s11_end|{s49} {s12} ({s11}).
str_center_party_not_active|is not our target, because we don't have a leader who has taken the field.
str_center_is_friendly|is not our enemy.
str_center_is_already_besieged|is already under siege.
str_center_is_looted_or_raided_already|is already been laid waste.
str_center_marshal_does_not_want_to_attack_innocents|is inhabited by common folk, who would suffer the most if the land is laid waste.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere|is already under siege, so it would be a mistake to move elsewhere.
str_center_we_are_already_here_we_should_at_least_loot_the_village|is close at hand, we should take hold of its wealth and lay waste to the rest.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close|NOT USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter|is too far away, even to reconnoiter.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter|is too far away, even to reconnoiter.
str_center_far_away_reason|{s6} is further than {s5} to our centers, therefore it will be harder for us to protect after taking it.
str_center_closer_but_this_is_not_enought|{s6} is closer than {s5} to our borders, but because of other reasons we are not attacking {s6} for now.
str_center_protected_by_enemy_army_aggressive|is protected by enemy forces, which we believe to be substantially stronger than our own.
str_center_protected_by_enemy_army_cautious|is protected by an enemy army, which we believe to be too strong to engage with confidence of victory.
str_center_cautious_marshal_believes_center_too_difficult_to_capture|would require a bloody and risky siege.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture|is too heavily defended to capture.
str_center_value_outweighed_by_difficulty_of_capture|is not of sufficient value to justify the difficulty of attacking it
str_center_value_justifies_the_difficulty_of_capture|can be taken, and is of sufficient value to justify an attack.
str_center_is_indefensible|is too far away from our other fortresses to be defended.
str_we_are_waiting_for_selection_of_marshal|We are waiting for the selection of a marshal
str_best_to_attack_the_enemy_lands|Given the size of our forces, we believe the best approach is to attack the enemy's lands.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it|We believe the fortress will be worth the effort to take it.
str_we_will_gather_to_defend_the_beleaguered_fortress|We will gather to defend the beleaguered fortress
str_the_enemy_temporarily_has_the_field|The enemy temporarily has the field, and we should seek refuge until the storm passes
str_center_has_not_been_scouted|has not been recently scouted by our forces, but we can go there, and decide what to do when we get close.
str_we_have_assembled_some_vassals|We have assembled some of the vassals, but we will wait until we have more before venturing into enemy territory.
str_we_are_waiting_here_for_vassals|We are waiting for the vassals to join us.
str_we_are_travelling_to_s11_for_vassals|We are travelling to {s11}, so that the vassals may more easily join our host before we ride forth.
str_center_strength_not_scouted|We have not scouted it recently, and do not know how strongly it is defended
str_center_strength_strongly_defended|We believe it to be strongly defended
str_center_strength_moderately_defended|We believe it to be moderately well defended
str_center_strength_weakly_defended|We believe it to be weakly defended
str_center_distant_from_concentration|is close to us than it is to the main enemy army, which we have located. It could be attacked and destroyed before they are able to respond
str_plus|+
str_minus|-
str_tutorial_training_ground_warning_no_weapon|Hey, don't you think you need some sort of weapon before we try that? There should be some spare weapons over there. Just go pick one up.
str_tutorial_training_ground_warning_shield|You need to put down your shield first. Scroll down with the mouse scroll-wheel to put down your shield.
str_tutorial_training_ground_warning_melee_with_parry|You need to wield a melee weapon for this exercise. 
str_tutorial_training_ground_warning_melee|Scroll up with your mouse wheel to equip a weapon. Scrolling up will equip next weapon while scrollng down will equip next shield.
str_tutorial_training_ground_attack_training|Number of successful attacks: {reg0} / 5^Number of unsuccessful attacks: {reg1}^{s0}
str_tutorial_training_ground_attack_training_down|Make a thrust attack! (Move your mouse down while pressing the left mouse button)
str_tutorial_training_ground_attack_training_up|Make an overhead attack! (Move your mouse up while pressing the left mouse button)
str_tutorial_training_ground_attack_training_left|Attack from left! (Move your mouse left while pressing the left mouse button)
str_tutorial_training_ground_attack_training_right|Attack from right! (Move your mouse right while pressing the left mouse button)
str_tutorial_training_ground_parry_training|Number of successful parries: {reg0} / 5
str_tutorial_training_ground_chamber_training|Number of successful chambering blocks: {reg0} / 5
str_tutorial_training_ground_archer_training|Number of nice shots: {reg0} / 3^{s0}
str_tutorial_training_ground_ammo_refill|Your missiles are refilled for the tutorial.
str_tutorial_training_ground_archer_text_1|Approach the {s0} and press F to pick it up.
str_tutorial_training_ground_archer_text_2|Shoot the targets now.
str_tutorial_training_ground_archer_text_3|The size of the targeting reticule indicates your accuracy. Press and hold down the left mouse button until the reticule shrinks down to its minimum size. Release the left mouse button when the reticule is at its smallest. If you wait too long the reticule will expand again.
str_tutorial_training_ground_archer_text_4|Press R to toggle first person view. First person view makes it easier to aim with ranged weapons.
str_tutorial_training_ground_archer_text_5|You have shot all the targets. Now talk to the trainer again.
str_tutorial_training_ground_horseman_text_1|Go near the {s0} and press F to pick it up.
str_tutorial_training_ground_horseman_text_2|Approach the horse and press F to mount.
str_tutorial_training_ground_horseman_text_3|Ride towards the next waypoint.
str_tutorial_training_ground_horseman_text_4|Strike the next dummy that has an arrow on top of it!
str_tutorial_training_ground_horseman_text_5|Shoot at the archery target that has an arrow on top of it!
str_tutorial_training_ground_horseman_text_6|You have finished the exercise successfully. Now go back to the trainer and talk to him.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|The great lords of your kingdom plan to gather at your hall in {s10} for a feast
str_your_previous_court_some_time_ago|your previous court some time ago,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|awaiting the recapture of a fortress which can serve as your court.
str_but_if_this_goes_badly| I value your advice. But if this goes badly, I shall hold you responsible.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm| I realize that you are on good terms with {s4}, but this is all for the good of the realm
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|I realize that you are on good terms with {s4} -- but this only means that your blow will hit him even harder!
str_killed_bandit_at_alley_fight|The merchant takes you to his house. Once inside, he stands by the door for a while checking the street, and then, finally convinced you have not been followed, comes near you to speak...
str_wounded_by_bandit_at_alley_fight|You are struck down. However, before you lose consciousness, you hear shouts and a rush of footfalls... You awake to find yourself indoors, weak but alive.
str_cannot_leave_now|Cannot leave now.
str_press_tab_to_exit_from_town|Press Tab to leave now. You can press Tab key to quickly exit any location in the game.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|Find the bandit lair near {s9}, and free the brother of the {s10} merchant.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{reg33?My lady:Sir} -- if you want to justify the trust which I have placed in you, then make a bit of haste. Go find some volunteers. I'm not sure how much time we have.
str_you_need_more_men_sir_my_lady|Look -- you need more men. Right now, you have only {reg0} in your party. If you attack them with too few men, you may find their hideout by getting yourself dragged up to it in fetters, and that's not the plan. Do not take that risk. Go out and visit some more villages to find more volunteers, and then you can start paying them back in their own coin.
str_good_you_have_enough_men|Good, good. You did well. You have enough men. Now, go and knock some of those robbers over the head, and make them tell you how to find their hideout.
str_do_not_waste_time_go_and_learn_where_my_brother_is|Look, {reg33?my lady:sir}. Time is at a bit of premium, here. Now, if you could go find out where they are hiding my brother, that would be appreciated.
str_start_up_quest_message_1|{s9} wants you to collect at least five men from nearby villages. After you collect these men, find and speak with him. He is in the tavern at {s1}
str_start_up_quest_message_2|Find and defeat a group of bandits lurking near {s9}, and learn where your employer's brother has been taken.
str_start_up_quest_message_3|Rescue the merchant's brother from the robber's hideout located near {s9}.
str_start_up_first_quest|You have taken your first quest. You may view your quest log by pressing 'Q' anytime in the game.
str_reason_1|Our current objective is of greater value.
str_reason_2|An attack on {s8} poses a greater danger to our realm.
str_reason_3|We believe that {s8} faces a more immediate threat
str_reason_4|It may be because of the size of the enemy forces in the area.
str_reason_5|I'm not sure.
str_reason_6|We do not know how strongly it is defended.
str_reason_7|We believe it to be strongly defended.
str_reason_8|We believe it to be moderately well defended.
str_reason_9|We believe it to be weakly defended.
str_has_decided_that_an_attack_on_|has decided to attack
str_this_would_be_better_worth_the_effort|This would be better worth the effort, taking into consideration its value, and its distance, and the likely number of defenders.
str_has_decided_to_defend_|has decided to defend
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|Before going offensive we should protect our lands if there is any threat. So this can be reason marshall choosed defending {s4}.
str_are_you_all_right|Now... Let me explain my proposition
str_you_are_awake|Ah -- you're awake. It's good to see that you can still walk. You're lucky that we came along. I had been speaking with the watch, when we heard the sounds of a fight and ran to see what was happening. We didn't arrive in time to prevent you getting knocked down, but we may have saved you from getting your throat cut... Now... Maybe you can help me...
str_save_town_from_bandits|Save {s9} from bandits.
str_you_fought_well_at_town_fight_survived|Hah! Well done -- I saw at least three of the enemy go down before you. Keep fighting like that, and you'll make quite a name for yourself in this land. 
str_you_fought_normal_at_town_fight_survived|Well done! I hear you accounted for one or two of the bastards, and you're still on your feet. You can't ask for a better outcome of a battle than that...
str_you_fought_bad_at_town_fight_survived|Well, the enemy is in flight, and it looks like you're still on your feet. At the end of the day, that's all that's important in a battle.
str_you_fought_well_at_town_fight|Ah! You're awake. You took quite a blow, there. But good news! We defeated them -- and you did them some real damage before you went down. If you hadn't been here, it could have gone very baldy. I'm grateful to you...
str_you_wounded_at_town_fight|Ah! You're alive. That's a relief. You took quite a blow, there. I'm not sure that you got any of them yourself, but thankfully, the rest of us were able to beat them. We'll need to see about getting you some treatment.... 
str_you_fought_well_at_town_fight_survived_answer|Let every villain learn to fear the name {playername}!
str_you_fought_normal_at_town_fight_survived_answer|Ah, well, I'm proud to have done my bit along with the rest...
str_you_fought_bad_at_town_fight_survived_answer|Well, I was about to strike one down, but I slipped in some blood, you see...
str_you_fought_well_at_town_fight_answer|Ah well. I guess I don't mind a blow taken in a good cause.
str_you_wounded_at_town_fight_answer|Right. I suppose I should be more careful.
str_unfortunately_reg0_civilians_wounded_during_fight_more| Unfortunately, about {reg0} of my lads got themselves wounded. I should go look on on them.
str_unfortunately_reg0_civilians_wounded_during_fight| Unfortunately, one of my lads took a pretty nasty blow. I should go see how he is doing.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight| Also, no one on our side was hurt very seriously. That's good news
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|You leave the tavern and go out to the streets. Nervous looking young men are waiting in every street corner. You can see they have daggers and clubs concealed under their clothes, and catch a mixture of fear, anticipation and pride in the quick looks they throw at you as you pass by. Praying that your enemies have not been alarmed by this all too obvious bunch of plotters, you check your weapons for one last time and prepare yourself for the action ahead.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|The remaining few bandits scatter off to the town's narrow alleys, only to be hunted down one by one by the angry townsfolk. Making sure that your victory is complete and all the wounded have been taken care of, you and the merchant head to his house to review the day's events.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|You fall down with that last blow, unable to move and trying hard not to pass out. Soon the sounds of fighting filling the street gives way to the cheers of the townsmen and you realize with relief that your side won the day. Soon, friendly arms pick you up from the ground and you let yourself drift off to a blissful sleep. Hours later, you wake up in the merchants house.
str_journey_to_reyvadin|You have come through the Drache highlands, a plateau exposed to the bitter winds from the north. The land here is frozen for most of the year, but the forests are rich with fur-bearing game, and the rivers are teaming with fish. The riches of the land draw the traders, but the traders in turn draw bandits. You saw the occasional dark figure mounted on a shaggy pony, watching the passage of your caravan from a snowy ridge, and were glad when the spires of Murdenholl came into view across the wide valley of the Boluk river. This lands is mysterious as the stories tell of a dragon once seen in the sky, though no one can be sure if this is just a myth
str_journey_to_praven|You came by caravan through the heartland of Perisno. Green shoots of wheat, barley and oats are beginning to push through the dark soil of the rolling hills, and on the lower slopes of the snowcapped mountains, herds of cattle and sheep are grazing on the spring grass.  The land here is rich -- but also troubled, as the occasional burnt-out farm bears witness. You keep a wide berth of the forests, where desperate men have taken refuge, and it is some relief when you crest a ridge and catch sight of the great port of Lesbere, its rooftops made golden by the last rays of the setting sun.
str_journey_to_jelkala|You came by ship, skirting the cliffs where the Elven woodlands meet the sea. Much of the coastline was obscured by tendrils of fog that snaked down the river valleys, but occasionally you caught sight of a castle watchtower rising above the mists -- and on one occasion, a beacon fire burning to warn of an enemy warband. You knew that you were relatively safe at sea, as you were too far south to risk encountering the sea pirates who trouble the coasts of the Maccavian lands, but it was still a relief to reach the Selver estuary, gateway to the port of Forniron, and see a Elven war boat riding at anchor, its pennants fluttering in the evening breeze.
str_journey_to_sargoth|You took passage with a trading longship, carrying gyrfalcons from the furthest reaches of the north to be bartered for linen and wool. It sailed early in the season, but the master reckoned that the risks of drifting ice and later winter storms could be justified by arriving ahead of the Volheere, who by April would be sailing forth from their island lairs to ravage Perinso's coasts. It was some relief when your ship came in sight of the delta of the Vyl and Boluk rivers, and a short while later, rowed past tidal flats and coastal marshes to the city of Maccan, home to the Volheere' distant kinsmen, the Maccavian lords, who a few generations ago had carved themselves a kingdom in this rich but troubled land.
str_journey_to_tulga|You came with a caravan, crossing the mountains that border Perisno on the north and east, bringing spices from faraway lands to trade for wool and salt. The passes were still choked with snow, and it was hard going, but at last you crested a ridge and saw before you the great Perisno steppes. On some hillsides the thin grass of spring was already turning yellow, but the lower slopes of the mountains were still a vibrant green. Herds of sheep and tawny steppe ponies drifted across them like clouds, testifying to the wealth of the Drahara khans. From time to time small groups of horsemen would follow your caravan from a distance, perhaps sizing up how well you could defend the wealth you carried, so it was with some relief that you saw the towers of Khul Vara rising up from the plains.
